Linux 5.4.0-164-generic (node-0.llcperf-onenode.rperf-pg0.wisc.cloudlab.us) 	11/22/2023 	_x86_64_	(40 CPU)

02:07:41 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:08:41 PM  all    6.98    0.00    3.27    0.01    0.00    0.70    0.00    0.00    0.00   89.04
02:09:41 PM  all    7.01    0.00    3.25    0.01    0.00    0.70    0.00    0.00    0.00   89.03
02:10:41 PM  all    7.03    0.00    3.30    0.01    0.00    0.69    0.00    0.00    0.00   88.97
02:11:41 PM  all    6.93    0.00    3.28    0.01    0.00    0.70    0.00    0.00    0.00   89.09
02:12:41 PM  all    7.00    0.00    3.28    0.00    0.00    0.69    0.00    0.00    0.00   89.03
02:13:41 PM  all    7.03    0.00    3.24    0.01    0.00    0.71    0.00    0.00    0.00   89.02
02:14:41 PM  all    7.01    0.00    3.27    0.00    0.00    0.68    0.00    0.00    0.00   89.03
02:15:41 PM  all    7.05    0.00    3.29    0.01    0.00    0.70    0.00    0.00    0.00   88.96
02:16:41 PM  all    6.98    0.00    3.28    0.02    0.00    0.68    0.00    0.00    0.00   89.03
02:17:41 PM  all    7.04    0.00    3.27    0.00    0.00    0.69    0.00    0.00    0.00   89.00
02:18:41 PM  all    7.15    0.00    3.28    0.01    0.00    0.68    0.00    0.00    0.00   88.88
02:19:41 PM  all    6.96    0.00    3.29    0.01    0.00    0.72    0.00    0.00    0.00   89.03
02:20:41 PM  all    7.03    0.00    3.26    0.01    0.00    0.70    0.00    0.00    0.00   89.00
02:21:41 PM  all    7.11    0.00    3.35    0.00    0.00    0.73    0.00    0.00    0.00   88.81
02:22:41 PM  all    7.00    0.00    3.27    0.00    0.00    0.72    0.00    0.00    0.00   89.00
02:23:41 PM  all    7.04    0.00    3.22    0.01    0.00    0.70    0.00    0.00    0.00   89.03
02:24:41 PM  all    7.05    0.00    3.28    0.00    0.00    0.72    0.00    0.00    0.00   88.95
02:25:41 PM  all    7.07    0.00    3.29    0.01    0.00    0.71    0.00    0.00    0.00   88.92
02:26:41 PM  all    7.19    0.00    3.31    0.01    0.00    0.68    0.00    0.00    0.00   88.81
02:27:41 PM  all    6.98    0.00    3.32    0.00    0.00    0.69    0.00    0.00    0.00   89.01
02:28:41 PM  all    7.07    0.00    3.31    0.01    0.00    0.69    0.00    0.00    0.00   88.92
02:29:41 PM  all    6.97    0.00    3.27    0.00    0.00    0.68    0.00    0.00    0.00   89.07
02:30:41 PM  all    7.06    0.00    3.32    0.00    0.00    0.68    0.00    0.00    0.00   88.94
02:31:41 PM  all    7.01    0.00    3.29    0.01    0.00    0.67    0.00    0.00    0.00   89.02
Average:     all    7.03    0.00    3.28    0.01    0.00    0.70    0.00    0.00    0.00   88.98
