Linux 5.4.0-164-generic (node-0.llcperf.rperf-pg0.wisc.cloudlab.us) 	11/28/2023 	_x86_64_	(40 CPU)

12:01:40 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:02:10 PM  all   10.61    0.00    3.94    0.01    0.00    0.86    0.00    0.00    0.00   84.58
12:02:40 PM  all   10.36    0.00    4.03    0.01    0.00    0.90    0.00    0.00    0.00   84.71
12:03:10 PM  all   10.23    0.00    4.00    0.00    0.00    0.89    0.00    0.00    0.00   84.89
12:03:40 PM  all   10.42    0.00    3.92    0.01    0.00    0.87    0.00    0.00    0.00   84.78
12:04:10 PM  all   10.26    0.00    3.84    0.00    0.00    0.89    0.00    0.00    0.00   85.01
12:04:40 PM  all   10.15    0.00    3.95    0.01    0.00    0.88    0.00    0.00    0.00   85.00
12:05:10 PM  all   10.33    0.00    3.85    0.00    0.00    0.88    0.00    0.00    0.00   84.94
12:05:40 PM  all   10.41    0.00    3.87    0.01    0.00    0.91    0.00    0.00    0.00   84.80
12:06:10 PM  all   10.33    0.00    3.86    0.01    0.00    0.91    0.00    0.00    0.00   84.88
12:06:40 PM  all    9.96    0.00    3.87    0.01    0.00    0.85    0.00    0.00    0.00   85.31
12:07:10 PM  all   10.14    0.00    3.91    0.01    0.00    0.89    0.00    0.00    0.00   85.06
12:07:40 PM  all   10.27    0.00    3.91    0.00    0.00    0.89    0.00    0.00    0.00   84.92
12:08:10 PM  all   10.00    0.00    3.85    0.00    0.00    0.89    0.00    0.00    0.00   85.26
12:08:40 PM  all   10.23    0.00    3.79    0.00    0.00    0.94    0.00    0.00    0.00   85.03
12:09:10 PM  all   10.21    0.00    3.79    0.01    0.00    0.93    0.00    0.00    0.00   85.06
12:09:40 PM  all   10.08    0.00    3.84    0.00    0.00    0.91    0.00    0.00    0.00   85.16
12:10:10 PM  all    9.87    0.00    3.84    0.01    0.00    0.87    0.00    0.00    0.00   85.42
12:10:40 PM  all    9.90    0.00    3.91    0.01    0.00    0.89    0.00    0.00    0.00   85.29
12:11:10 PM  all   10.20    0.00    3.80    0.01    0.00    0.89    0.00    0.00    0.00   85.10
12:11:40 PM  all   10.10    0.00    3.80    0.01    0.00    0.89    0.00    0.00    0.00   85.20
12:12:10 PM  all    9.87    0.00    3.80    0.01    0.00    0.88    0.00    0.00    0.00   85.43
12:12:40 PM  all    9.81    0.00    3.77    0.01    0.00    0.90    0.00    0.00    0.00   85.51
12:13:10 PM  all   10.03    0.00    3.83    0.00    0.00    0.93    0.00    0.00    0.00   85.22
12:13:40 PM  all    9.85    0.00    3.83    0.03    0.00    0.90    0.00    0.00    0.00   85.38
Average:     all   10.15    0.00    3.87    0.01    0.00    0.89    0.00    0.00    0.00   85.08
