Linux 5.4.0-164-generic (node-0.llcperf-onenode.rperf-pg0.wisc.cloudlab.us) 	12/12/2023 	_x86_64_	(40 CPU)

09:48:34 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:49:04 AM  all    7.06    0.00   81.31    0.00    0.00    0.46    0.00    0.00    0.00   11.16
09:49:34 AM  all   10.57    0.00   70.20    0.00    0.00    0.67    0.00    0.00    0.00   18.56
09:50:04 AM  all    7.34    0.00   80.34    0.01    0.00    0.46    0.00    0.00    0.00   11.86
09:50:34 AM  all   10.58    0.00   70.67    0.00    0.00    0.69    0.00    0.00    0.00   18.05
09:51:04 AM  all    7.54    0.00   80.60    0.00    0.00    0.43    0.00    0.00    0.00   11.43
09:51:34 AM  all   10.99    0.00   68.89    0.00    0.00    0.71    0.00    0.00    0.00   19.40
09:52:04 AM  all    7.55    0.00   79.57    0.00    0.00    0.46    0.00    0.00    0.00   12.41
09:52:34 AM  all   10.40    0.00   69.21    0.00    0.00    0.67    0.00    0.00    0.00   19.72
09:53:04 AM  all    8.27    0.00   76.74    0.00    0.00    0.54    0.00    0.00    0.00   14.45
09:53:34 AM  all   10.65    0.00   67.36    0.01    0.00    0.73    0.00    0.00    0.00   21.25
09:54:04 AM  all    8.77    0.00   75.03    0.00    0.00    0.57    0.00    0.00    0.00   15.63
09:54:34 AM  all   10.24    0.00   69.07    0.00    0.00    0.72    0.00    0.00    0.00   19.98
09:55:04 AM  all    9.02    0.00   73.79    0.00    0.00    0.61    0.00    0.00    0.00   16.58
09:55:34 AM  all    9.38    0.00   71.77    0.00    0.00    0.63    0.00    0.00    0.00   18.22
09:56:04 AM  all   10.39    0.00   67.71    0.01    0.00    0.72    0.00    0.00    0.00   21.18
09:56:34 AM  all    8.01    0.00   78.20    0.00    0.00    0.48    0.00    0.00    0.00   13.30
09:57:04 AM  all   11.92    0.00   61.94    0.00    0.00    0.83    0.00    0.00    0.00   25.31
09:57:34 AM  all    6.93    0.00   81.83    0.00    0.00    0.43    0.00    0.00    0.00   10.81
09:58:04 AM  all   12.56    0.00   56.80    0.00    0.00    0.94    0.00    0.00    0.00   29.69
09:58:34 AM  all    6.26    0.00   84.53    0.00    0.00    0.37    0.00    0.00    0.00    8.84
09:59:04 AM  all   15.58    0.00   44.05    0.00    0.00    1.22    0.00    0.00    0.00   39.14
09:59:34 AM  all    4.87    0.00   88.98    0.00    0.00    0.26    0.00    0.00    0.00    5.89
10:00:04 AM  all   19.84    0.00   24.89    0.01    0.00    1.69    0.00    0.00    0.00   53.58
10:00:34 AM  all    4.14    0.00   91.62    0.00    0.00    0.21    0.00    0.00    0.00    4.03
Average:     all    9.52    0.00   71.55    0.00    0.00    0.64    0.00    0.00    0.00   18.29
