# started on Tue Dec 12 16:07:17 2023

#           time             counts unit events
   120.002297766    942,643,899,013      instructions                                                  (60.00%)
   120.002297766     15,088,122,407      LLC-loads                                                     (60.00%)
   120.002297766      1,332,952,158      LLC-load-misses           #    8.83% of all LL-cache hits     (60.00%)
   120.002297766      4,690,308,705      LLC-stores                                                    (40.00%)
   120.002297766      1,922,652,566      LLC-store-misses                                              (40.00%)
   120.002297766    <not supported>      LLC-prefetch-misses                                         
   150.003296711    898,552,200,659      instructions                                                  (60.00%)
   150.003296711     13,875,330,789      LLC-loads                                                     (60.00%)
   150.003296711      1,188,945,608      LLC-load-misses           #    8.21% of all LL-cache hits     (60.00%)
   150.003296711      4,583,919,464      LLC-stores                                                    (40.00%)
   150.003296711      1,832,349,713      LLC-store-misses                                              (40.00%)
   150.003296711    <not supported>      LLC-prefetch-misses                                         
   180.004294326    950,330,441,640      instructions                                                  (60.00%)
   180.004294326     15,349,624,748      LLC-loads                                                     (60.00%)
   180.004294326      1,334,648,732      LLC-load-misses           #    9.04% of all LL-cache hits     (60.00%)
   180.004294326      4,773,759,496      LLC-stores                                                    (40.00%)
   180.004294326      1,953,192,824      LLC-store-misses                                              (40.00%)
   180.004294326    <not supported>      LLC-prefetch-misses                                         
   210.005295450    893,899,866,119      instructions                                                  (60.00%)
   210.005295450     13,703,036,780      LLC-loads                                                     (60.00%)
   210.005295450      1,180,702,340      LLC-load-misses           #    8.14% of all LL-cache hits     (60.00%)
   210.005295450      4,517,391,545      LLC-stores                                                    (40.00%)
   210.005295450      1,818,122,804      LLC-store-misses                                              (40.00%)
   210.005295450    <not supported>      LLC-prefetch-misses                                         
   240.006171960    950,882,882,755      instructions                                                  (60.00%)
   240.006171960     15,382,040,877      LLC-loads                                                     (60.00%)
   240.006171960      1,324,473,388      LLC-load-misses           #    9.02% of all LL-cache hits     (60.00%)
   240.006171960      4,751,784,199      LLC-stores                                                    (40.00%)
   240.006171960      1,954,698,516      LLC-store-misses                                              (40.00%)
   240.006171960    <not supported>      LLC-prefetch-misses                                         
   270.007157729    894,471,998,032      instructions                                                  (60.00%)
   270.007157729     13,752,641,467      LLC-loads                                                     (60.00%)
   270.007157729      1,172,788,372      LLC-load-misses           #    8.07% of all LL-cache hits     (60.00%)
   270.007157729      4,527,311,047      LLC-stores                                                    (40.00%)
   270.007157729      1,818,630,826      LLC-store-misses                                              (40.00%)
   270.007157729    <not supported>      LLC-prefetch-misses                                         
   300.008077942    954,454,757,791      instructions                                                  (60.00%)
   300.008077942     15,461,500,281      LLC-loads                                                     (60.00%)
   300.008077942      1,318,788,801      LLC-load-misses           #    9.00% of all LL-cache hits     (60.00%)
   300.008077942      4,755,845,386      LLC-stores                                                    (40.00%)
   300.008077942      1,963,969,624      LLC-store-misses                                              (40.00%)
   300.008077942    <not supported>      LLC-prefetch-misses                                         
   330.009063894    881,876,981,965      instructions                                                  (60.00%)
   330.009063894     13,515,081,519      LLC-loads                                                     (60.00%)
   330.009063894      1,178,095,922      LLC-load-misses           #    8.12% of all LL-cache hits     (60.00%)
   330.009063894      4,470,984,829      LLC-stores                                                    (40.00%)
   330.009063894      1,786,011,582      LLC-store-misses                                              (40.00%)
   330.009063894    <not supported>      LLC-prefetch-misses                                         
   360.011009641    990,381,057,794      instructions                                                  (60.00%)
   360.011009641     16,146,085,133      LLC-loads                                                     (60.00%)
   360.011009641      1,378,771,862      LLC-load-misses           #    9.38% of all LL-cache hits     (60.00%)
   360.011009641      4,939,431,022      LLC-stores                                                    (40.00%)
   360.011009641      2,051,322,692      LLC-store-misses                                              (40.00%)
   360.011009641    <not supported>      LLC-prefetch-misses                                         
   390.011760944    868,520,704,566      instructions                                                  (60.00%)
   390.011760944     13,201,329,554      LLC-loads                                                     (60.00%)
   390.011760944      1,156,329,509      LLC-load-misses           #    7.95% of all LL-cache hits     (60.00%)
   390.011760944      4,379,661,276      LLC-stores                                                    (40.00%)
   390.011760944      1,745,782,975      LLC-store-misses                                              (40.00%)
   390.011760944    <not supported>      LLC-prefetch-misses                                         
   420.012775457    961,095,900,933      instructions                                                  (60.00%)
   420.012775457     15,573,828,987      LLC-loads                                                     (60.00%)
   420.012775457      1,319,675,378      LLC-load-misses           #    9.01% of all LL-cache hits     (60.00%)
   420.012775457      4,839,080,795      LLC-stores                                                    (40.00%)
   420.012775457      1,997,502,716      LLC-store-misses                                              (40.00%)
   420.012775457    <not supported>      LLC-prefetch-misses                                         
   450.014835800    882,774,363,756      instructions                                                  (60.00%)
   450.014835800     13,546,784,319      LLC-loads                                                     (60.00%)
   450.014835800      1,186,014,908      LLC-load-misses           #    8.15% of all LL-cache hits     (60.00%)
