Linux 5.4.0-164-generic (node-0.llcperf-onenode.rperf-pg0.wisc.cloudlab.us) 	12/12/2023 	_x86_64_	(40 CPU)

04:51:54 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
04:52:24 PM  all    8.58    0.00   74.68    0.01    0.00    0.57    0.00    0.00    0.00   16.17
04:52:54 PM  all    9.42    0.00   72.31    0.00    0.00    0.63    0.00    0.00    0.00   17.64
04:53:24 PM  all    8.56    0.00   74.32    0.00    0.00    0.55    0.00    0.00    0.00   16.57
04:53:54 PM  all    9.10    0.00   73.95    0.00    0.00    0.62    0.00    0.00    0.00   16.33
04:54:24 PM  all    8.76    0.00   73.02    0.00    0.00    0.62    0.00    0.00    0.00   17.59
04:54:54 PM  all    8.40    0.00   74.57    0.00    0.00    0.55    0.00    0.00    0.00   16.47
04:55:24 PM  all    9.18    0.00   72.01    0.01    0.00    0.59    0.00    0.00    0.00   18.21
04:55:54 PM  all    8.89    0.00   74.36    0.00    0.00    0.59    0.00    0.00    0.00   16.16
04:56:24 PM  all    9.10    0.00   72.68    0.00    0.00    0.62    0.00    0.00    0.00   17.60
04:56:54 PM  all    8.56    0.00   74.93    0.00    0.00    0.55    0.00    0.00    0.00   15.96
04:57:24 PM  all    9.51    0.00   71.61    0.01    0.00    0.61    0.00    0.00    0.00   18.26
04:57:54 PM  all    8.35    0.00   75.08    0.00    0.00    0.55    0.00    0.00    0.00   16.03
04:58:24 PM  all    9.54    0.00   70.04    0.00    0.00    0.64    0.00    0.00    0.00   19.77
04:58:54 PM  all    7.95    0.00   75.88    0.00    0.00    0.52    0.00    0.00    0.00   15.65
04:59:24 PM  all    9.86    0.00   69.23    0.00    0.00    0.64    0.00    0.00    0.00   20.26
04:59:54 PM  all    8.03    0.00   75.40    0.00    0.00    0.53    0.00    0.00    0.00   16.04
05:00:24 PM  all    9.97    0.00   68.31    0.00    0.00    0.65    0.00    0.00    0.00   21.07
05:00:54 PM  all    7.52    0.00   78.64    0.00    0.00    0.48    0.00    0.00    0.00   13.36
05:01:24 PM  all   10.42    0.00   65.35    0.00    0.00    0.71    0.00    0.00    0.00   23.52
05:01:54 PM  all    6.77    0.00   82.00    0.00    0.00    0.39    0.00    0.00    0.00   10.84
05:02:24 PM  all   11.01    0.00   62.84    0.00    0.00    0.77    0.00    0.00    0.00   25.38
05:02:54 PM  all    6.56    0.00   82.31    0.00    0.00    0.39    0.00    0.00    0.00   10.73
05:03:24 PM  all   11.49    0.00   60.75    0.00    0.00    0.82    0.00    0.00    0.00   26.94
05:03:54 PM  all    6.52    0.00   82.39    0.00    0.00    0.40    0.00    0.00    0.00   10.69
Average:     all    8.83    0.00   73.21    0.00    0.00    0.58    0.00    0.00    0.00   17.37
