# started on Wed Dec 13 22:08:58 2023

#           time             counts unit events
   120.005081605     86,855,016,780      instructions                                                  (59.98%)
   120.005081605        713,146,525      LLC-loads                                                     (59.99%)
   120.005081605        187,810,069      LLC-load-misses           #   26.34% of all LL-cache hits     (60.02%)
   120.005081605        186,420,993      LLC-stores                                                    (40.01%)
   120.005081605         84,240,118      LLC-store-misses                                              (39.98%)
   120.005081605    <not supported>      LLC-prefetch-misses                                         
   150.007225693     83,732,363,073      instructions                                                  (59.98%)
   150.007225693        698,475,369      LLC-loads                                                     (59.99%)
   150.007225693        183,268,628      LLC-load-misses           #   25.97% of all LL-cache hits     (60.02%)
   150.007225693        183,429,944      LLC-stores                                                    (40.01%)
   150.007225693         81,944,369      LLC-store-misses                                              (39.98%)
   150.007225693    <not supported>      LLC-prefetch-misses                                         
   180.009023666     85,437,795,220      instructions                                                  (59.98%)
   180.009023666        707,195,808      LLC-loads                                                     (59.99%)
   180.009023666        185,011,050      LLC-load-misses           #   26.20% of all LL-cache hits     (60.02%)
   180.009023666        182,674,272      LLC-stores                                                    (40.01%)
   180.009023666         83,384,868      LLC-store-misses                                              (39.98%)
   180.009023666    <not supported>      LLC-prefetch-misses                                         
   210.010786986     82,948,141,081      instructions                                                  (59.98%)
   210.010786986        701,451,280      LLC-loads                                                     (59.99%)
   210.010786986        186,974,000      LLC-load-misses           #   26.52% of all LL-cache hits     (60.02%)
   210.010786986        181,099,670      LLC-stores                                                    (40.01%)
   210.010786986         82,832,884      LLC-store-misses                                              (39.99%)
   210.010786986    <not supported>      LLC-prefetch-misses                                         
   240.012768683     83,354,414,250      instructions                                                  (59.98%)
   240.012768683        697,003,204      LLC-loads                                                     (59.99%)
   240.012768683        182,395,405      LLC-load-misses           #   25.93% of all LL-cache hits     (60.01%)
   240.012768683        183,524,640      LLC-stores                                                    (40.01%)
   240.012768683         82,196,359      LLC-store-misses                                              (39.99%)
   240.012768683    <not supported>      LLC-prefetch-misses                                         
