Linux 5.4.0-164-generic (node-0.llcperf-onenode.rperf-pg0.wisc.cloudlab.us) 	12/13/2023 	_x86_64_	(40 CPU)

10:10:28 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:10:58 PM  all    6.89    0.00    3.23    0.01    0.00    0.70    0.00    0.00    0.00   89.19
10:11:28 PM  all    6.54    0.00    3.21    0.01    0.00    0.71    0.00    0.00    0.00   89.53
10:11:58 PM  all    6.77    0.00    3.24    0.01    0.00    0.67    0.00    0.00    0.00   89.31
10:12:28 PM  all    6.60    0.00    3.29    0.01    0.00    0.71    0.00    0.00    0.00   89.39
10:12:58 PM  all    6.48    0.00    3.22    0.01    0.00    0.71    0.00    0.00    0.00   89.58
10:13:28 PM  all    6.77    0.00    3.21    0.00    0.00    0.66    0.00    0.00    0.00   89.35
10:13:58 PM  all    6.76    0.00    3.22    0.01    0.00    0.74    0.00    0.00    0.00   89.28
10:14:28 PM  all    6.74    0.00    3.33    0.00    0.00    0.71    0.00    0.00    0.00   89.21
10:14:58 PM  all    8.21    0.00    3.85    0.01    0.00    0.73    0.00    0.00    0.00   87.21
10:15:28 PM  all    6.75    0.00    3.26    0.01    0.00    0.71    0.00    0.00    0.00   89.27
10:15:58 PM  all    7.85    0.00    3.52    0.01    0.00    0.70    0.00    0.00    0.00   87.93
10:16:28 PM  all    7.31    0.00    3.58    0.01    0.00    0.72    0.00    0.00    0.00   88.40
10:16:58 PM  all    7.75    0.00    3.45    0.01    0.00    0.71    0.00    0.00    0.00   88.08
10:17:28 PM  all    7.18    0.00    3.63    0.00    0.00    0.69    0.00    0.00    0.00   88.50
10:17:58 PM  all    6.70    0.00    3.30    0.01    0.00    0.72    0.00    0.00    0.00   89.27
10:18:28 PM  all    8.20    0.00    3.76    0.01    0.00    0.76    0.00    0.00    0.00   87.28
10:18:58 PM  all    6.85    0.00    3.19    0.00    0.00    0.71    0.00    0.00    0.00   89.25
10:19:28 PM  all    7.04    0.00    3.32    0.01    0.00    0.69    0.00    0.00    0.00   88.95
10:19:58 PM  all    6.63    0.00    3.29    0.01    0.00    0.68    0.00    0.00    0.00   89.40
10:20:28 PM  all    6.94    0.00    3.25    0.00    0.00    0.71    0.00    0.00    0.00   89.10
10:20:58 PM  all    6.92    0.00    3.24    0.01    0.00    0.69    0.00    0.00    0.00   89.15
10:21:28 PM  all    8.31    0.00    3.78    0.00    0.00    0.71    0.00    0.00    0.00   87.19
10:21:58 PM  all    6.78    0.00    3.23    0.01    0.00    0.67    0.00    0.00    0.00   89.32
10:22:28 PM  all    6.64    0.00    3.24    0.00    0.00    0.71    0.00    0.00    0.00   89.41
Average:     all    7.07    0.00    3.37    0.01    0.00    0.70    0.00    0.00    0.00   88.86
