time="2023-11-27T17:19:59.484664682-07:00" level=info msg="Reading the endpoints from the file: endpoints.json"
time="2023-11-27T17:34:59.486243445-07:00" level=info msg="Issued / completed requests: 590056, 589079"
time="2023-11-27T17:34:59.486373045-07:00" level=info msg="Real / target RPS: 654.53 / 1000"
time="2023-11-27T17:34:59.486396749-07:00" level=info msg="Experiment finished!"
time="2023-11-27T17:34:59.48641728-07:00" level=info msg="The measured latencies are saved in rps654.53_lat.csv"
