Linux 5.4.0-164-generic (node-1.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/29/2024 	_x86_64_	(40 CPU)

03:47:24 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:48:24 AM  all   29.20    0.00   23.42    0.04    0.00    0.31    0.00    0.00    0.00   47.03
03:49:24 AM  all   58.05    0.00   22.12    0.07    0.00    0.51    0.00    0.00    0.00   19.25
03:50:24 AM  all   59.44    0.00   25.41    0.04    0.00    0.43    0.00    0.00    0.00   14.68
03:51:24 AM  all   60.09    0.00   28.22    0.02    0.00    0.44    0.00    0.00    0.00   11.22
03:52:24 AM  all   56.77    0.00   27.59    0.02    0.00    0.41    0.00    0.00    0.00   15.20
03:53:24 AM  all   51.51    0.00   26.97    0.04    0.00    0.53    0.00    0.00    0.00   20.95
03:54:24 AM  all   52.37    0.00   27.19    0.02    0.00    0.45    0.00    0.00    0.00   19.97
03:55:24 AM  all   57.88    0.00   29.36    0.02    0.00    0.41    0.00    0.00    0.00   12.33
03:56:24 AM  all   54.93    0.00   31.99    0.02    0.00    0.36    0.00    0.00    0.00   12.70
03:57:24 AM  all   56.28    0.00   29.55    0.02    0.00    0.40    0.00    0.00    0.00   13.75
03:58:24 AM  all   49.55    0.00   27.83    0.04    0.00    0.48    0.00    0.00    0.00   22.11
03:59:24 AM  all   50.02    0.00   27.41    0.03    0.00    0.50    0.00    0.00    0.00   22.04
Average:     all   53.02    0.00   27.26    0.03    0.00    0.44    0.00    0.00    0.00   19.26
