Linux 5.4.0-164-generic (node-4.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/30/2024 	_x86_64_	(40 CPU)

02:13:23 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:14:23 AM  all    9.00    0.00    9.57    0.02    0.00    0.83    0.00    0.00    0.00   80.58
02:15:23 AM  all   10.19    0.00    9.74    0.02    0.00    0.84    0.00    0.00    0.00   79.20
02:16:23 AM  all    8.80    0.00    9.49    0.01    0.00    0.84    0.00    0.00    0.00   80.86
02:17:23 AM  all    8.72    0.00    9.44    0.02    0.00    0.84    0.00    0.00    0.00   80.99
02:18:23 AM  all    8.32    0.00    9.17    0.01    0.00    0.83    0.00    0.00    0.00   81.67
02:19:23 AM  all    9.30    0.00    9.47    0.02    0.00    0.84    0.00    0.00    0.00   80.37
02:20:23 AM  all    8.75    0.00    9.39    0.01    0.00    0.83    0.00    0.00    0.00   81.03
02:21:23 AM  all    8.71    0.00    9.37    0.02    0.00    0.84    0.00    0.00    0.00   81.05
02:22:23 AM  all    8.74    0.00    9.45    0.02    0.00    0.83    0.00    0.00    0.00   80.97
02:23:23 AM  all    8.37    0.00    9.32    0.01    0.00    0.84    0.00    0.00    0.00   81.46
02:24:23 AM  all    8.36    0.00    9.29    0.02    0.00    0.82    0.00    0.00    0.00   81.50
02:25:23 AM  all    9.51    0.00    9.63    0.02    0.00    0.77    0.00    0.00    0.00   80.08
Average:     all    8.90    0.00    9.45    0.02    0.00    0.83    0.00    0.00    0.00   80.81
