Linux 5.4.0-164-generic (node-0.llcperf-onenode.rperf-pg0.wisc.cloudlab.us) 	12/13/2023 	_x86_64_	(40 CPU)

03:05:44 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:06:14 AM  all    9.61    0.00   74.33    0.01    0.00    0.58    0.00    0.00    0.00   15.47
03:06:44 AM  all    9.26    0.00   74.87    0.00    0.00    0.54    0.00    0.00    0.00   15.33
03:07:14 AM  all    9.64    0.00   74.38    0.00    0.00    0.59    0.00    0.00    0.00   15.39
03:07:44 AM  all    9.21    0.00   74.75    0.00    0.00    0.56    0.00    0.00    0.00   15.48
03:08:14 AM  all    9.39    0.00   75.11    0.00    0.00    0.56    0.00    0.00    0.00   14.94
03:08:44 AM  all    9.76    0.00   72.95    0.01    0.00    0.54    0.00    0.00    0.00   16.74
03:09:14 AM  all    9.10    0.00   76.40    0.00    0.00    0.54    0.00    0.00    0.00   13.96
03:09:44 AM  all   10.17    0.00   71.48    0.00    0.00    0.64    0.00    0.00    0.00   17.71
03:10:14 AM  all    8.68    0.00   76.50    0.00    0.00    0.54    0.00    0.00    0.00   14.28
03:10:44 AM  all   10.43    0.00   70.31    0.00    0.00    0.62    0.00    0.00    0.00   18.64
03:11:14 AM  all    8.45    0.00   77.70    0.00    0.00    0.50    0.00    0.00    0.00   13.35
03:11:44 AM  all   11.19    0.00   67.37    0.00    0.00    0.70    0.00    0.00    0.00   20.74
03:12:14 AM  all    7.71    0.00   80.86    0.00    0.00    0.43    0.00    0.00    0.00   10.99
03:12:44 AM  all   12.06    0.00   63.05    0.01    0.00    0.78    0.00    0.00    0.00   24.11
03:13:14 AM  all    6.73    0.00   84.34    0.00    0.00    0.37    0.00    0.00    0.00    8.56
03:13:44 AM  all   13.24    0.00   59.35    0.00    0.00    0.88    0.00    0.00    0.00   26.53
03:14:14 AM  all    5.86    0.00   87.92    0.00    0.00    0.30    0.00    0.00    0.00    5.92
03:14:44 AM  all   14.31    0.00   54.45    0.01    0.00    0.93    0.00    0.00    0.00   30.31
03:15:14 AM  all    5.07    0.00   90.25    0.00    0.00    0.25    0.00    0.00    0.00    4.43
03:15:44 AM  all   15.69    0.00   49.27    0.01    0.00    1.08    0.00    0.00    0.00   33.95
03:16:14 AM  all    4.50    0.00   91.37    0.00    0.00    0.22    0.00    0.00    0.00    3.91
03:16:44 AM  all   17.78    0.00   40.99    0.01    0.00    1.22    0.00    0.00    0.00   40.00
03:17:14 AM  all    4.90    0.00   90.23    0.00    0.00    0.22    0.00    0.00    0.00    4.65
03:17:44 AM  all   16.13    0.00   45.72    0.01    0.00    1.11    0.00    0.00    0.00   37.03
Average:     all    9.94    0.00   71.89    0.00    0.00    0.61    0.00    0.00    0.00   17.56
