Linux 5.4.0-164-generic (node-0.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/28/2024 	_x86_64_	(40 CPU)

07:03:10 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:04:10 PM  all   12.16    0.00    9.32    0.02    0.00    0.88    0.00    0.00    0.00   77.61
07:05:10 PM  all   13.13    0.00    9.62    0.02    0.00    0.88    0.00    0.00    0.00   76.35
07:06:10 PM  all   12.03    0.00    9.26    0.02    0.00    0.88    0.00    0.00    0.00   77.81
07:07:10 PM  all   11.96    0.00    9.14    0.02    0.00    0.95    0.00    0.00    0.00   77.94
07:08:10 PM  all   11.21    0.00    9.17    0.02    0.00    0.99    0.00    0.00    0.00   78.61
07:09:10 PM  all   12.67    0.00    9.39    0.02    0.00    0.97    0.00    0.00    0.00   76.96
07:10:10 PM  all   11.43    0.00    9.07    0.02    0.00    1.00    0.00    0.00    0.00   78.48
07:11:10 PM  all   11.55    0.00    9.10    0.02    0.00    0.87    0.00    0.00    0.00   78.46
07:12:10 PM  all   11.06    0.00    9.17    0.01    0.00    0.87    0.00    0.00    0.00   78.88
07:13:10 PM  all   11.22    0.00    9.11    0.01    0.00    0.85    0.00    0.00    0.00   78.80
07:14:10 PM  all   11.23    0.00    8.99    0.02    0.00    0.91    0.00    0.00    0.00   78.85
07:15:10 PM  all   12.42    0.00    9.24    0.02    0.00    0.95    0.00    0.00    0.00   77.38
Average:     all   11.84    0.00    9.22    0.02    0.00    0.92    0.00    0.00    0.00   78.01
