Linux 5.4.0-164-generic (node-4.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/30/2024 	_x86_64_	(40 CPU)

12:09:47 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:10:47 PM  all   15.96    0.00   13.14    0.05    0.00    0.39    0.00    0.00    0.00   70.47
12:11:47 PM  all   51.37    0.00   15.39    0.08    0.00    0.60    0.00    0.00    0.00   32.55
12:12:47 PM  all   57.34    0.00   20.92    0.03    0.00    0.51    0.00    0.00    0.00   21.19
12:13:47 PM  all   60.11    0.00   19.85    0.03    0.00    0.53    0.00    0.00    0.00   19.48
12:14:47 PM  all   54.91    0.00   17.76    0.03    0.00    0.55    0.00    0.00    0.00   26.76
12:15:47 PM  all   48.72    0.00   15.88    0.05    0.00    0.71    0.00    0.00    0.00   34.64
12:16:47 PM  all   48.46    0.00   13.80    0.03    0.00    0.64    0.00    0.00    0.00   37.07
12:17:47 PM  all   57.70    0.00   20.37    0.03    0.00    0.50    0.00    0.00    0.00   21.40
12:18:47 PM  all   55.10    0.00   22.64    0.03    0.00    0.50    0.00    0.00    0.00   21.72
12:19:47 PM  all   54.32    0.00   17.77    0.03    0.00    0.57    0.00    0.00    0.00   27.31
12:20:47 PM  all   46.49    0.00   14.37    0.05    0.00    0.66    0.00    0.00    0.00   38.43
12:21:47 PM  all   45.38    0.00   14.12    0.03    0.00    0.70    0.00    0.00    0.00   39.77
Average:     all   49.66    0.00   17.17    0.04    0.00    0.57    0.00    0.00    0.00   32.56
