Linux 5.4.0-164-generic (node-2.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/30/2024 	_x86_64_	(40 CPU)

04:29:00 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
04:30:00 AM  all   12.95    0.00   11.75    0.03    0.00    0.62    0.00    0.00    0.00   74.65
04:31:00 AM  all   32.40    0.00   13.36    0.06    0.00    0.52    0.00    0.00    0.00   53.66
04:32:00 AM  all   32.56    0.00   12.74    0.03    0.00    0.52    0.00    0.00    0.00   54.16
04:33:00 AM  all   32.32    0.00   12.80    0.04    0.00    0.53    0.00    0.00    0.00   54.31
04:34:00 AM  all   33.79    0.00   13.54    0.02    0.00    0.60    0.00    0.00    0.00   52.04
04:35:00 AM  all   27.00    0.00   13.05    0.03    0.00    0.61    0.00    0.00    0.00   59.30
04:36:00 AM  all   30.46    0.00   12.10    0.03    0.00    0.56    0.00    0.00    0.00   56.85
04:37:00 AM  all   31.46    0.00   12.06    0.04    0.00    0.57    0.00    0.00    0.00   55.87
04:38:00 AM  all   32.63    0.00   12.70    0.03    0.00    0.59    0.00    0.00    0.00   54.04
04:39:00 AM  all   33.92    0.00   11.94    0.04    0.00    0.52    0.00    0.00    0.00   53.59
04:40:00 AM  all   27.26    0.00   12.15    0.03    0.00    0.62    0.00    0.00    0.00   59.94
04:41:00 AM  all   25.79    0.00   11.77    0.03    0.00    0.60    0.00    0.00    0.00   61.81
Average:     all   29.37    0.00   12.50    0.03    0.00    0.57    0.00    0.00    0.00   57.53
