# started on Mon Dec 11 07:12:12 2023

#           time             counts unit events
   120.004839100    179,286,062,506      instructions                                                  (60.00%)
   120.004839100      1,426,218,109      LLC-loads                                                     (60.01%)
   120.004839100        426,586,165      LLC-load-misses           #   29.91% of all LL-cache hits     (60.00%)
   120.004839100        547,793,836      LLC-stores                                                    (40.00%)
   120.004839100        187,066,640      LLC-store-misses                                              (40.00%)
   120.004839100    <not supported>      LLC-prefetch-misses                                         
   150.006672770    179,931,737,702      instructions                                                  (60.00%)
   150.006672770      1,432,974,085      LLC-loads                                                     (60.00%)
   150.006672770        429,064,412      LLC-load-misses           #   30.01% of all LL-cache hits     (60.00%)
   150.006672770        546,757,300      LLC-stores                                                    (40.00%)
   150.006672770        190,397,274      LLC-store-misses                                              (40.00%)
   150.006672770    <not supported>      LLC-prefetch-misses                                         
   180.008568037    178,604,215,625      instructions                                                  (60.00%)
   180.008568037      1,428,666,516      LLC-loads                                                     (60.00%)
   180.008568037        423,557,520      LLC-load-misses           #   29.63% of all LL-cache hits     (60.00%)
   180.008568037        544,150,934      LLC-stores                                                    (40.00%)
   180.008568037        185,911,368      LLC-store-misses                                              (40.00%)
   180.008568037    <not supported>      LLC-prefetch-misses                                         
   210.010380398    180,892,813,990      instructions                                                  (60.00%)
   210.010380398      1,437,714,053      LLC-loads                                                     (60.00%)
   210.010380398        439,328,375      LLC-load-misses           #   30.69% of all LL-cache hits     (60.00%)
   210.010380398        546,259,996      LLC-stores                                                    (40.00%)
   210.010380398        197,200,632      LLC-store-misses                                              (40.00%)
   210.010380398    <not supported>      LLC-prefetch-misses                                         
   240.012192422    179,626,274,107      instructions                                                  (60.00%)
   240.012192422      1,419,803,045      LLC-loads                                                     (60.00%)
   240.012192422        421,770,681      LLC-load-misses           #   29.51% of all LL-cache hits     (60.00%)
   240.012192422        550,180,894      LLC-stores                                                    (40.00%)
   240.012192422        185,691,837      LLC-store-misses                                              (40.00%)
   240.012192422    <not supported>      LLC-prefetch-misses                                         
   270.014163274    178,140,611,301      instructions                                                  (60.00%)
   270.014163274      1,415,624,273      LLC-loads                                                     (60.00%)
   270.014163274        425,872,238      LLC-load-misses           #   29.85% of all LL-cache hits     (60.00%)
   270.014163274        543,785,183      LLC-stores                                                    (40.00%)
   270.014163274        185,771,354      LLC-store-misses                                              (40.00%)
   270.014163274    <not supported>      LLC-prefetch-misses                                         
   300.016440627    176,583,855,149      instructions                                                  (60.00%)
   300.016440627      1,417,022,904      LLC-loads                                                     (60.00%)
   300.016440627        422,125,397      LLC-load-misses           #   29.61% of all LL-cache hits     (60.00%)
   300.016440627        543,671,256      LLC-stores                                                    (40.00%)
   300.016440627        185,457,097      LLC-store-misses                                              (40.00%)
   300.016440627    <not supported>      LLC-prefetch-misses                                         
   330.018494566    177,935,765,438      instructions                                                  (60.00%)
   330.018494566      1,420,082,174      LLC-loads                                                     (60.00%)
