Linux 5.4.0-164-generic (node-0.llcperf-onenode.rperf-pg0.wisc.cloudlab.us) 	12/14/2023 	_x86_64_	(40 CPU)

01:24:42 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:25:12 AM  all    6.58    0.00   92.77    0.00    0.00    0.15    0.00    0.00    0.00    0.49
01:25:42 AM  all    7.15    0.00   90.85    0.01    0.00    0.13    0.00    0.00    0.00    1.86
01:26:12 AM  all    6.83    0.00   90.57    0.01    0.00    0.12    0.00    0.00    0.00    2.47
01:26:42 AM  all    4.46    0.00   94.60    0.01    0.00    0.09    0.00    0.00    0.00    0.85
01:27:12 AM  all    5.45    0.00   94.27    0.00    0.00    0.14    0.00    0.00    0.00    0.14
01:27:42 AM  all    4.67    0.00   95.00    0.00    0.00    0.14    0.00    0.00    0.00    0.20
01:28:12 AM  all    5.93    0.00   93.66    0.00    0.00    0.21    0.00    0.00    0.00    0.19
01:28:42 AM  all    5.62    0.00   94.06    0.00    0.00    0.16    0.00    0.00    0.00    0.15
01:29:12 AM  all   17.87    0.00   49.06    0.07    0.00    0.68    0.00    0.00    0.00   32.33
01:29:42 AM  all    5.42    0.00   89.17    0.01    0.00    0.08    0.00    0.00    0.00    5.32
01:30:12 AM  all    2.77    0.00   97.02    0.00    0.00    0.06    0.00    0.00    0.00    0.16
01:30:42 AM  all    3.69    0.00   96.09    0.00    0.00    0.05    0.00    0.00    0.00    0.17
01:31:12 AM  all    5.47    0.00   94.26    0.00    0.00    0.05    0.00    0.00    0.00    0.22
01:31:42 AM  all    3.94    0.00   95.79    0.00    0.00    0.06    0.00    0.00    0.00    0.21
01:32:12 AM  all    3.18    0.00   96.35    0.00    0.00    0.06    0.00    0.00    0.00    0.41
01:32:42 AM  all    4.91    0.00   94.81    0.00    0.00    0.08    0.00    0.00    0.00    0.19
01:33:12 AM  all    4.13    0.00   95.67    0.00    0.00    0.06    0.00    0.00    0.00    0.15
01:33:42 AM  all    4.68    0.00   95.08    0.00    0.00    0.08    0.00    0.00    0.00    0.16
01:34:12 AM  all    3.29    0.00   96.41    0.00    0.00    0.08    0.00    0.00    0.00    0.23
01:34:42 AM  all    4.45    0.00   95.31    0.00    0.00    0.07    0.00    0.00    0.00    0.17
01:35:12 AM  all    4.03    0.00   95.54    0.00    0.00    0.11    0.00    0.00    0.00    0.32
01:35:42 AM  all    3.76    0.00   95.95    0.00    0.00    0.09    0.00    0.00    0.00    0.21
01:36:12 AM  all    3.86    0.00   95.47    0.00    0.00    0.06    0.00    0.00    0.00    0.61
01:36:42 AM  all    4.29    0.00   95.27    0.00    0.00    0.05    0.00    0.00    0.00    0.39
Average:     all    5.25    0.00   92.68    0.01    0.00    0.12    0.00    0.00    0.00    1.95
