Linux 5.4.0-164-generic (node-5.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/29/2024 	_x86_64_	(40 CPU)

01:15:41 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:16:41 AM  all   16.73    0.00   11.85    0.04    0.00    0.48    0.00    0.00    0.00   70.90
01:17:41 AM  all   51.75    0.00   14.15    0.08    0.00    0.58    0.00    0.00    0.00   33.44
01:18:41 AM  all   55.86    0.00   19.84    0.05    0.00    0.54    0.00    0.00    0.00   23.71
01:19:41 AM  all   60.60    0.00   19.88    0.04    0.00    0.48    0.00    0.00    0.00   19.01
01:20:41 AM  all   57.81    0.00   18.47    0.02    0.00    0.56    0.00    0.00    0.00   23.14
01:21:41 AM  all   46.41    0.00   14.82    0.05    0.00    0.65    0.00    0.00    0.00   38.07
01:22:41 AM  all   51.08    0.00   13.68    0.02    0.00    0.64    0.00    0.00    0.00   34.57
01:23:41 AM  all   55.90    0.00   19.92    0.03    0.00    0.52    0.00    0.00    0.00   23.64
01:24:41 AM  all   55.64    0.00   22.65    0.03    0.00    0.46    0.00    0.00    0.00   21.23
01:25:41 AM  all   56.67    0.00   18.04    0.03    0.00    0.56    0.00    0.00    0.00   24.70
01:26:41 AM  all   46.54    0.00   13.57    0.04    0.00    0.63    0.00    0.00    0.00   39.21
01:27:41 AM  all   49.65    0.00   14.00    0.03    0.00    0.66    0.00    0.00    0.00   35.66
Average:     all   50.39    0.00   16.75    0.04    0.00    0.56    0.00    0.00    0.00   32.27
