Linux 5.4.0-164-generic (node-0.llcperf-onenode.rperf-pg0.wisc.cloudlab.us) 	12/12/2023 	_x86_64_	(40 CPU)

01:16:22 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:16:52 PM  all    2.62    0.00    1.18    0.00    0.00    0.29    0.00    0.00    0.00   95.90
01:17:22 PM  all    2.65    0.00    1.24    0.01    0.00    0.26    0.00    0.00    0.00   95.85
01:17:52 PM  all    2.68    0.00    1.23    0.01    0.00    0.29    0.00    0.00    0.00   95.80
01:18:22 PM  all    2.59    0.00    1.20    0.01    0.00    0.28    0.00    0.00    0.00   95.92
01:18:52 PM  all    2.60    0.00    1.17    0.00    0.00    0.27    0.00    0.00    0.00   95.95
01:19:22 PM  all    2.72    0.00    1.19    0.00    0.00    0.25    0.00    0.00    0.00   95.84
01:19:52 PM  all    2.74    0.00    1.20    0.01    0.00    0.28    0.00    0.00    0.00   95.77
01:20:22 PM  all    2.61    0.00    1.26    0.01    0.00    0.27    0.00    0.00    0.00   95.86
01:20:52 PM  all    2.81    0.00    1.22    0.01    0.00    0.28    0.00    0.00    0.00   95.68
01:21:22 PM  all    2.74    0.00    1.21    0.00    0.00    0.26    0.00    0.00    0.00   95.79
01:21:52 PM  all    2.68    0.00    1.22    0.00    0.00    0.27    0.00    0.00    0.00   95.83
01:22:22 PM  all    2.78    0.00    1.21    0.01    0.00    0.26    0.00    0.00    0.00   95.73
01:22:52 PM  all    2.76    0.00    1.23    0.00    0.00    0.27    0.00    0.00    0.00   95.74
01:23:22 PM  all    2.64    0.00    1.25    0.01    0.00    0.26    0.00    0.00    0.00   95.84
01:23:52 PM  all    2.72    0.00    1.23    0.00    0.00    0.25    0.00    0.00    0.00   95.80
01:24:22 PM  all    2.78    0.00    1.23    0.01    0.00    0.27    0.00    0.00    0.00   95.72
01:24:52 PM  all    2.67    0.00    1.17    0.01    0.00    0.27    0.00    0.00    0.00   95.89
01:25:22 PM  all    2.71    0.00    1.23    0.01    0.00    0.27    0.00    0.00    0.00   95.79
01:25:52 PM  all    2.81    0.00    1.19    0.00    0.00    0.26    0.00    0.00    0.00   95.74
01:26:22 PM  all    2.74    0.00    1.21    0.00    0.00    0.27    0.00    0.00    0.00   95.78
01:26:52 PM  all    2.64    0.00    1.24    0.01    0.00    0.27    0.00    0.00    0.00   95.84
01:27:22 PM  all    2.69    0.00    1.19    0.01    0.00    0.26    0.00    0.00    0.00   95.85
01:27:52 PM  all    2.67    0.00    1.19    0.00    0.00    0.25    0.00    0.00    0.00   95.89
01:28:22 PM  all    2.82    0.00    1.22    0.00    0.00    0.27    0.00    0.00    0.00   95.69
Average:     all    2.70    0.00    1.21    0.00    0.00    0.27    0.00    0.00    0.00   95.81
