Linux 5.4.0-164-generic (node-2.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/30/2024 	_x86_64_	(40 CPU)

06:20:03 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
06:21:03 AM  all   18.38    0.00   15.64    0.04    0.00    0.47    0.00    0.00    0.00   65.48
06:22:03 AM  all   50.89    0.00   17.34    0.07    0.00    0.52    0.00    0.00    0.00   31.18
06:23:03 AM  all   56.28    0.00   21.19    0.03    0.00    0.49    0.00    0.00    0.00   22.01
06:24:03 AM  all   58.21    0.00   24.44    0.02    0.00    0.44    0.00    0.00    0.00   16.88
06:25:03 AM  all   56.90    0.00   21.59    0.02    0.00    0.53    0.00    0.00    0.00   20.96
06:26:03 AM  all   44.76    0.00   18.72    0.04    0.00    0.59    0.00    0.00    0.00   35.89
06:27:03 AM  all   51.59    0.00   18.43    0.03    0.00    0.55    0.00    0.00    0.00   29.40
06:28:03 AM  all   56.72    0.00   23.05    0.03    0.00    0.42    0.00    0.00    0.00   19.79
06:29:03 AM  all   54.97    0.00   25.68    0.02    0.00    0.44    0.00    0.00    0.00   18.89
06:30:03 AM  all   56.14    0.00   21.25    0.03    0.00    0.59    0.00    0.00    0.00   22.00
06:31:03 AM  all   43.98    0.00   18.28    0.03    0.00    0.57    0.00    0.00    0.00   37.14
06:32:03 AM  all   48.13    0.00   18.78    0.03    0.00    0.56    0.00    0.00    0.00   32.50
Average:     all   49.74    0.00   20.37    0.03    0.00    0.51    0.00    0.00    0.00   29.34
