Linux 5.4.0-164-generic (node-0.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/28/2024 	_x86_64_	(40 CPU)

10:55:00 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:56:00 PM  all   18.72    0.00   10.25    0.06    0.00    0.45    0.00    0.00    0.00   70.52
10:57:00 PM  all   54.52    0.00   12.70    0.08    0.00    0.56    0.00    0.00    0.00   32.13
10:58:00 PM  all   59.62    0.00   18.51    0.05    0.00    0.41    0.00    0.00    0.00   21.41
10:59:00 PM  all   62.89    0.00   18.39    0.04    0.00    0.47    0.00    0.00    0.00   18.21
11:00:00 PM  all   57.44    0.00   16.48    0.05    0.00    0.54    0.00    0.00    0.00   25.49
11:01:00 PM  all   49.67    0.00   13.14    0.05    0.00    0.71    0.00    0.00    0.00   36.44
11:02:00 PM  all   51.52    0.00   11.41    0.03    0.00    0.64    0.00    0.00    0.00   36.40
11:03:00 PM  all   61.68    0.00   17.86    0.05    0.00    0.49    0.00    0.00    0.00   19.92
11:04:00 PM  all   59.59    0.00   20.83    0.04    0.00    0.48    0.00    0.00    0.00   19.07
11:05:00 PM  all   59.04    0.00   16.57    0.05    0.00    0.57    0.00    0.00    0.00   23.77
11:06:00 PM  all   47.02    0.00   12.11    0.05    0.00    0.64    0.00    0.00    0.00   40.19
11:07:00 PM  all   50.30    0.00   12.01    0.05    0.00    0.67    0.00    0.00    0.00   36.97
Average:     all   52.66    0.00   15.02    0.05    0.00    0.55    0.00    0.00    0.00   31.72
