Linux 5.4.0-164-generic (node-2.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/30/2024 	_x86_64_	(40 CPU)

01:28:49 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:29:49 AM  all   24.29    0.00   11.00    0.05    0.00    0.71    0.00    0.00    0.00   63.96
01:30:49 AM  all   25.02    0.00   11.07    0.05    0.00    0.70    0.00    0.00    0.00   63.16
01:31:49 AM  all   22.85    0.00   11.00    0.05    0.00    0.79    0.00    0.00    0.00   65.31
01:32:49 AM  all   15.59    0.00   10.93    0.05    0.00    0.81    0.00    0.00    0.00   72.62
01:33:49 AM  all    8.85    0.00    9.82    0.02    0.00    0.87    0.00    0.00    0.00   80.44
01:34:49 AM  all    9.37    0.00    9.89    0.02    0.00    0.87    0.00    0.00    0.00   79.85
01:35:49 AM  all    8.70    0.00    9.71    0.01    0.00    0.91    0.00    0.00    0.00   80.66
01:36:49 AM  all    8.96    0.00    9.77    0.02    0.00    0.90    0.00    0.00    0.00   80.36
01:37:49 AM  all    8.61    0.00    9.75    0.02    0.00    0.88    0.00    0.00    0.00   80.74
01:38:49 AM  all    8.46    0.00    9.60    0.01    0.00    0.87    0.00    0.00    0.00   81.05
01:39:49 AM  all    8.42    0.00    9.58    0.01    0.00    0.85    0.00    0.00    0.00   81.13
01:40:49 AM  all    9.46    0.00    9.82    0.02    0.00    0.88    0.00    0.00    0.00   79.82
Average:     all   13.19    0.00   10.16    0.03    0.00    0.84    0.00    0.00    0.00   75.78
