Linux 5.4.0-164-generic (node-0.llcperf-onenode.rperf-pg0.wisc.cloudlab.us) 	12/13/2023 	_x86_64_	(40 CPU)

11:36:41 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:37:11 PM  all   24.05    0.00   10.45    0.01    0.00    2.89    0.00    0.00    0.00   62.60
11:37:41 PM  all   24.03    0.00   10.57    0.00    0.00    2.92    0.00    0.00    0.00   62.47
11:38:11 PM  all   23.63    0.00   10.46    0.01    0.00    2.96    0.00    0.00    0.00   62.94
11:38:41 PM  all   23.62    0.00   10.36    0.01    0.00    2.95    0.00    0.00    0.00   63.06
11:39:11 PM  all   23.66    0.00   10.45    0.01    0.00    2.92    0.00    0.00    0.00   62.97
11:39:41 PM  all   23.59    0.00   10.48    0.01    0.00    2.89    0.00    0.00    0.00   63.03
11:40:11 PM  all   23.72    0.00   10.34    0.01    0.00    2.97    0.00    0.00    0.00   62.97
11:40:41 PM  all   22.17    0.00    9.34    0.02    0.00    2.47    0.00    0.00    0.00   66.00
11:41:11 PM  all   15.56    0.00    5.30    0.04    0.00    0.74    0.00    0.00    0.00   78.36
11:41:41 PM  all   12.81    0.00    3.92    0.02    0.00    0.53    0.00    0.00    0.00   82.72
11:42:11 PM  all   19.26    0.00    9.24    0.04    0.00    1.37    0.00    0.00    0.00   70.10
11:42:41 PM  all   16.11    0.00   10.25    0.03    0.00    0.84    0.00    0.00    0.00   72.77
11:43:11 PM  all   12.52    0.00    5.93    0.03    0.00    0.79    0.00    0.00    0.00   80.74
11:43:41 PM  all   14.72    0.00    9.12    0.03    0.00    0.58    0.00    0.00    0.00   75.55
11:44:11 PM  all   19.83    0.00   11.89    0.06    0.00    1.11    0.00    0.00    0.00   67.12
11:44:41 PM  all   11.45    0.00   17.05    0.02    0.00    0.32    0.00    0.00    0.00   71.17
11:45:11 PM  all   14.51    0.00   19.78    0.04    0.00    0.73    0.00    0.00    0.00   64.95
11:45:41 PM  all   10.58    0.00    9.45    0.03    0.00    0.32    0.00    0.00    0.00   79.62
11:46:11 PM  all   18.69    0.00   10.35    0.06    0.00    0.82    0.00    0.00    0.00   70.08
11:46:41 PM  all   13.83    0.00   13.26    0.04    0.00    0.84    0.00    0.00    0.00   72.04
11:47:11 PM  all    5.28    0.00   14.41    0.01    0.00    0.19    0.00    0.00    0.00   80.12
11:47:41 PM  all   16.15    0.00   19.34    0.03    0.00    0.63    0.00    0.00    0.00   63.84
11:48:11 PM  all    9.36    0.00   51.88    0.03    0.00    0.36    0.00    0.00    0.00   38.38
11:48:41 PM  all    4.79    0.00   58.88    0.01    0.00    0.15    0.00    0.00    0.00   36.17
Average:     all   16.79    0.00   14.82    0.02    0.00    1.39    0.00    0.00    0.00   66.99
