Linux 5.4.0-164-generic (node-1.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/30/2024 	_x86_64_	(40 CPU)

11:10:55 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:11:55 AM  all   15.55    0.00   13.19    0.05    0.00    0.41    0.00    0.00    0.00   70.80
11:12:55 AM  all   51.29    0.00   15.12    0.08    0.00    0.54    0.00    0.00    0.00   32.98
11:13:55 AM  all   54.51    0.00   20.06    0.04    0.00    0.49    0.00    0.00    0.00   24.90
11:14:55 AM  all   60.88    0.00   20.03    0.03    0.00    0.49    0.00    0.00    0.00   18.58
11:15:55 AM  all   54.36    0.00   17.69    0.03    0.00    0.57    0.00    0.00    0.00   27.35
11:16:55 AM  all   47.73    0.00   15.79    0.04    0.00    0.65    0.00    0.00    0.00   35.78
11:17:55 AM  all   50.63    0.00   13.95    0.03    0.00    0.64    0.00    0.00    0.00   34.76
11:18:55 AM  all   56.12    0.00   21.44    0.03    0.00    0.43    0.00    0.00    0.00   21.97
11:19:55 AM  all   57.77    0.00   22.73    0.03    0.00    0.48    0.00    0.00    0.00   18.99
11:20:55 AM  all   54.61    0.00   18.92    0.04    0.00    0.54    0.00    0.00    0.00   25.90
11:21:55 AM  all   46.13    0.00   14.68    0.04    0.00    0.68    0.00    0.00    0.00   38.47
11:22:55 AM  all   45.20    0.00   14.07    0.03    0.00    0.64    0.00    0.00    0.00   40.06
Average:     all   49.57    0.00   17.31    0.04    0.00    0.55    0.00    0.00    0.00   32.53
