Linux 5.4.0-164-generic (node-2.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/28/2024 	_x86_64_	(40 CPU)

04:59:15 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
05:00:15 PM  all   11.15    0.00    9.52    0.03    0.00    0.81    0.00    0.00    0.00   78.48
05:01:15 PM  all   10.33    0.00    9.27    0.02    0.00    0.80    0.00    0.00    0.00   79.58
05:02:15 PM  all   10.12    0.00    9.25    0.02    0.00    0.82    0.00    0.00    0.00   79.79
05:03:15 PM  all    9.19    0.00    9.14    0.02    0.00    0.86    0.00    0.00    0.00   80.79
05:04:15 PM  all    8.97    0.00    9.07    0.02    0.00    0.84    0.00    0.00    0.00   81.10
05:05:15 PM  all   10.71    0.00    9.30    0.03    0.00    0.87    0.00    0.00    0.00   79.10
05:06:15 PM  all    8.91    0.00    8.88    0.02    0.00    0.89    0.00    0.00    0.00   81.30
05:07:15 PM  all    9.76    0.00    9.10    0.02    0.00    0.85    0.00    0.00    0.00   80.26
05:08:15 PM  all    8.82    0.00    8.90    0.02    0.00    0.85    0.00    0.00    0.00   81.42
05:09:15 PM  all    8.67    0.00    8.78    0.01    0.00    0.84    0.00    0.00    0.00   81.69
05:10:15 PM  all    8.67    0.00    8.82    0.02    0.00    0.87    0.00    0.00    0.00   81.62
05:11:15 PM  all   10.46    0.00    9.25    0.02    0.00    0.85    0.00    0.00    0.00   79.42
Average:     all    9.65    0.00    9.11    0.02    0.00    0.85    0.00    0.00    0.00   80.38
