Linux 5.4.0-164-generic (node-0.llcperf-onenode.rperf-pg0.wisc.cloudlab.us) 	12/13/2023 	_x86_64_	(40 CPU)

01:39:30 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:40:00 AM  all    1.39    0.00    0.63    0.00    0.00    0.08    0.00    0.00    0.00   97.91
01:40:30 AM  all    1.46    0.00    0.61    0.01    0.00    0.06    0.00    0.00    0.00   97.86
01:41:00 AM  all    1.53    0.00    0.59    0.01    0.00    0.08    0.00    0.00    0.00   97.79
01:41:30 AM  all    1.47    0.00    0.58    0.01    0.00    0.07    0.00    0.00    0.00   97.87
01:42:00 AM  all    1.36    0.00    0.60    0.01    0.00    0.08    0.00    0.00    0.00   97.95
01:42:30 AM  all    1.48    0.00    0.63    0.01    0.00    0.08    0.00    0.00    0.00   97.81
01:43:00 AM  all    1.48    0.00    0.63    0.00    0.00    0.07    0.00    0.00    0.00   97.82
01:43:30 AM  all    1.42    0.00    0.65    0.01    0.00    0.06    0.00    0.00    0.00   97.86
01:44:00 AM  all    1.40    0.00    0.62    0.00    0.00    0.06    0.00    0.00    0.00   97.92
01:44:30 AM  all    1.76    0.00    0.68    0.00    0.00    0.06    0.00    0.00    0.00   97.49
01:45:00 AM  all    3.44    0.00    1.02    0.01    0.00    0.05    0.00    0.00    0.00   95.48
01:45:30 AM  all    3.46    0.00    1.02    0.01    0.00    0.06    0.00    0.00    0.00   95.46
01:46:00 AM  all    3.60    0.00    1.06    0.01    0.00    0.05    0.00    0.00    0.00   95.29
01:46:30 AM  all    3.19    0.00    1.02    0.00    0.00    0.05    0.00    0.00    0.00   95.74
01:47:00 AM  all    1.39    0.00    0.66    0.00    0.00    0.05    0.00    0.00    0.00   97.89
01:47:30 AM  all    1.43    0.00    0.67    0.01    0.00    0.07    0.00    0.00    0.00   97.83
01:48:00 AM  all    1.43    0.00    0.66    0.01    0.00    0.05    0.00    0.00    0.00   97.85
01:48:30 AM  all    1.54    0.00    0.65    0.00    0.00    0.07    0.00    0.00    0.00   97.74
01:49:00 AM  all    1.33    0.00    0.62    0.00    0.00    0.06    0.00    0.00    0.00   97.98
01:49:30 AM  all    1.50    0.00    0.59    0.01    0.00    0.05    0.00    0.00    0.00   97.85
01:50:00 AM  all    1.39    0.00    0.63    0.01    0.00    0.06    0.00    0.00    0.00   97.92
01:50:30 AM  all    1.48    0.00    0.64    0.00    0.00    0.06    0.00    0.00    0.00   97.82
01:51:00 AM  all    1.55    0.00    0.62    0.00    0.00    0.06    0.00    0.00    0.00   97.77
01:51:30 AM  all    1.41    0.00    0.64    0.00    0.00    0.06    0.00    0.00    0.00   97.89
Average:     all    1.79    0.00    0.70    0.00    0.00    0.06    0.00    0.00    0.00   97.45
