Linux 5.4.0-164-generic (node-5.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/28/2024 	_x86_64_	(40 CPU)

11:18:41 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:19:41 PM  all   15.33    0.00   12.22    0.05    0.00    0.52    0.00    0.00    0.00   71.88
11:20:41 PM  all   51.04    0.00   14.77    0.07    0.00    0.57    0.00    0.00    0.00   33.55
11:21:41 PM  all   56.90    0.00   20.46    0.04    0.00    0.43    0.00    0.00    0.00   22.16
11:22:41 PM  all   59.94    0.00   20.54    0.03    0.00    0.49    0.00    0.00    0.00   19.00
11:23:41 PM  all   53.29    0.00   17.81    0.03    0.00    0.55    0.00    0.00    0.00   28.33
11:24:41 PM  all   46.15    0.00   14.85    0.04    0.00    0.72    0.00    0.00    0.00   38.25
11:25:41 PM  all   48.41    0.00   13.21    0.03    0.00    0.60    0.00    0.00    0.00   37.75
11:26:41 PM  all   59.31    0.00   20.12    0.04    0.00    0.45    0.00    0.00    0.00   20.08
11:27:41 PM  all   56.64    0.00   23.32    0.03    0.00    0.45    0.00    0.00    0.00   19.56
11:28:41 PM  all   54.37    0.00   17.58    0.03    0.00    0.56    0.00    0.00    0.00   27.46
11:29:41 PM  all   43.30    0.00   13.80    0.03    0.00    0.69    0.00    0.00    0.00   42.17
11:30:41 PM  all   44.46    0.00   13.31    0.03    0.00    0.65    0.00    0.00    0.00   41.54
Average:     all   49.10    0.00   16.84    0.04    0.00    0.56    0.00    0.00    0.00   33.47
