HashOwner,HashApp,HashFunction,Average,Count,Minimum,Maximum,percentile_Average_0,percentile_Average_1,percentile_Average_25,percentile_Average_50,percentile_Average_75,percentile_Average_99,percentile_Average_100
b71ac8f267c4f0c2e0c88e14fee7d2bc791f6d24fc9b3727a4c109410289e9d2,333f05c2b0675f8adefa233af81e4b3e55da8e041065e2ecfbbcb7de252a0498,5e34a121dd793529596022b18853b766bdd8824d12df94ecab6e219b728aefc4,162,868,0.0,24710.0,0,42,62,88,124,515,24632
f3604d4518cc9c83a4fa3aafd00b4c3d98cfaed5b4e56d97b1c2a9950b41308b,17f03f29a60b610ff67bfc9c767dae3b17b1e9c86dcd2d9bdadefbb878877f9d,31b2345cf989098949d4bc55353c5bea3417b8896d1bb48f8f76fb043811967c,107424,24,95617.0,118113.0,95617,95617,101935,107625,112115,118113,118113
8930fabb127ef8b4ccf11b1a4c507c0d59e1b3bd8e957857c7acfa17ef0ae29a,7e305382108517b8eae999024f4557a50733c4303d003590a96ff32e00299ed0,c9f870616e49451c3af17da9bd6364ab68d27829770a58a8eb237c42381fc3b3,1210,14,0.0,16353.0,0,0,0,19,93,16353,16353
7cff33a049c9ea410f1d191879159b6b5abf02d9bfd5e9d6d933fe8784d178f0,91164e4943d788b1709a102e79fde7e1de604ad7dc310892dc880acef2a1efd7,54e4e1ca749d4a982dfb2ec8d26747b2f6ed8fd1d2996d9b165efed512e7fc50,66514,12,36548.0,165161.0,39927,39927,39927,42458,64325,156212,156212
85cd8e79682e9706779e34fbb8632653af74de59ae5e696b4d5aeb17062cb329,3ff80d545bcadf59063e87a2379bbf86fea22c2b2a752b70e27e7776a941548e,e6645c04091824b4951e15f6830eaabca20d50d193b9beabeec7a60e8512c01c,53,3126,5.0,1451.0,29,29,47,55,63,80,80
5fbdc78c3c8484026fe3b0f8c4de30d6d1ce435fc8454b61f6fac35381fb014e,c268f913cf00759f011aaf211594f9ad75dfb2dc19438fa5a811df113fa7cdea,f6c4ec1900a2c93b12e88e3c1d2ad09870d9f1a69eb5b48c2c5bac21da508e7f,285,93,53.0,3909.0,63,63,106,155,228,3909,3909
60dfc2d46fa50ea1ef3f4ce74954004a36fce1a4e9c450d1dfe24c1f8b47b218,e71f14096bfe08453aaceea0a6f9c537ef933d5e31806fc46dd31c94e59131e4,7e9c8a24ce3e5a24314feb1951ef6dbbbd9be62df08d107e55b24b9917a9c9e1,766,26,471.0,1692.0,471,471,536,615,917,1692,1692
c85170d8a95685cd6f51b198e81a6275742debc65471abdaf5514b7b2a22bfe7,2d992e044b62c22da716305cbd34007f50be389f956575b54f3b916b0c8d7181,49c9f8bed9c251931c9d1722665eeb82c1a02b23cb8bc85dcafbb38c6ebce2b6,22005,24,20674.0,24034.0,20674,20674,21250,21905,22428,24034,24034
ce0e463d122060f30ebbbe9f80f264a393ffaad7a9c7ee536c51236ba8d40046,65d77a5ae4421add87c650d4d4b8fdeff6a389d016eb3b0c554bd8e2465053e4,7c9803b5789081f68cd84f1191eec2f8d89826cb2ab9666dd26a5a17d64376a8,158,15,31.0,734.0,31,31,78,125,144,734,734
b0d0f8b9d7083ac83c5328b173e89861a23a5ba34be59754c3b3c71a2b4409ea,bee4ac85aa48a255ee9e8c04c050d0b059b0d012c8ccdd86dac9675142454aff,2f4aca92ed68a9d0a2b19995b9cc6e28bcb1425f41dfec011720029e00e9aa0b,1558,6,114.0,2768.0,114,114,798,1064,2394,2768,2768
9c14e2316be56d6670531fe26b6dff1f066db752eb63a20daa6d775d0337067d,0f3465f8cf13f3e0bf4f99573e6e23a66f0089cb249123334522f7b440003351,c00b912167df562430553150b6b4605ce5afd7a571794d55991f758b76af285e,85,50,2.0,731.0,2,2,3,8,135,731,731
25f90d0cec69387fde8cb8163dafc78908da4cbe75c09140d66fb87c602a3b39,9c7f9210171fab6c7e776b79445a97afe302ae23f1bdf33d0d6151aa94dc074d,55463db97aad7fb4b3460a9a9d79d421a74140a147283cce8520134439dd884a,2582,6,385.0,10905.0,385,385,627,640,1498,10905,10905
c64598bdfa1e11ab9d0f643ff7ec6d0dd6f31df5983e501e801f73766d8c3272,b156e6971cb547dd162a8e1620d94319386ad1628203614ef298a73fa735d240,073f7ab076c6c399f29357d06da77092a98a8845a8eca18ffe740df258c4097d,2576,32,87.0,14954.0,195,195,297,432,2030,14954,14954
2590b85c8b9a53a233c2f0345053453ff0abe5039a1a3fa4ea0894347bd48147,1960ee4292800c5f7d655e2e138d227cc25804aeb033af08985ddbe46c7a78af,f3de95e3f4df921aa82c8b495a20195a954b505395d9ee35a2b06ebf543084a8,36008,14,26940.0,50317.0,26940,26940,29436,34510,40965,50317,50317
8fd53fe1aa335f31c8f41f014794badfdbd31def02b17adb839a589de00afb46,9323ccd60fbd400a7ea5cf0d886bd48830f77c5d2db266e93cc044da21a3d344,a4b6a94544b4b101cc1430d186bd04df8bc013008863a86598139824dedf42ac,29447,13,3948.0,112921.0,3948,3948,6755,17128,41266,112921,112921
d8c0122a88eea8a0367b1abe64edd378feb2c81ca9716a63ed8150554cc22323,dae01a3b21a25018c3bf701761a7642c1604568169bbcf8a843584053390ea76,141e27b99bd1542bb0752553e80b3770debbc305f582aade88b320fa60a923bf,339,12,78.0,562.0,78,78,265,328,390,562,562
0cd245ac021aee2c4a4beee4c59c981cdfe48223c7f6a1c96cffffdef7013392,9afc9e98c71094f1fc6068a7427662ad705f1205a98328f3aa742b70cec34993,491247255d781c7d417566edda109488694a6b293e6f9d5a9c24094ced555537,4409,4,3655.0,5057.0,3655,3655,3655,4183,4742,5057,5057
6fe882d7a180575c0fdc199ba455ca5f50f2a72ba0cc2cb746eaa1827cb53409,2333f38ffab06e4a10c15392ea93882db17c6482aa2615df5159b8e983569cf9,68351b2035229c2a182e40a78d02773f6d1b57a76e4fc3ed191331a77430a4f9,611,215,1.0,9300.0,268,268,440,499,595,3211,3211
0c7a4885bb202cbfd50b57477902b395258ed9f157fc5929dd92129880ae5b0a,20acd0754bb85e6f2cfd54c6bc327761d29edbdc71660e5776fc9f7b9ce0410e,d2ef4840a94dc4f454968f92a562bae37398edcdb787bbed7e997e39ad651361,3185,36,40.0,16285.0,304,304,812,2621,3638,12591,12591
a414d54f89a8d33e183080be73e56f7f4f13bed6813ba434891282b3d246a62c,16aa44ba5aaf47523d2a2aa8f4d6528a61cf3a20f0d00d7085dd48709e684259,b83a46bcdba92db998ebef5248d5ab0ddbc85755dde740e95058a3df1ada0854,4763,2,3268.0,6259.0,3268,3268,3268,3268,6259,6259,6259
629cb33bbb4f02add1f0962e555bd6423b2cac6d9bdd7b1dd9ce32125fdea97c,be242e48f6707e4653ee9ff04d7720a4d4903b14fcd7c289b45e1a92608bebb9,7c7f4f4a3ccd6ee5dfebf1c1b5cdd97915a6187948190a74bb86c0b72af02b8c,157,5,33.0,346.0,33,33,59,166,181,346,346
9e4ea6c4b4a8aae3250d9a207fd042b55ac0834167cc89150cba816158410db8,d5f88abd44757d699b768714a1f7fa148ae5732708be7c5770d2a854bf7effab,73a8472ea66e3562692f6359507498032cf299056bad06ad1ba6bbbd89120baa,208544,1,208544.0,208544.0,208544,208544,208544,208544,208544,208544,208544
77a3fe62c535a9c6339c3e68445d2d90701686dee67f799a9c6a642cb64b5408,d95dc4e99b955efccc18b19aa2175db1a0774b657e2f14a6a75e0228c9c6306e,46cb4dab8ee042ffc09730ba198556c5a3aea3fe504e782c1bef4551dd93c01b,1309,8,27.0,2502.0,52,52,52,1808,1889,2502,2502
e444528880d53069b4186f8f10076a4c9a776250e7ad6a45d3a98a34534a4997,98a71177e74bef3e41cde1ff6afb6170e4aeea20661d0174726379c472642cba,da78711595556e36aaf11bb25da7b250c2a6197479437f808dacae70ea09837e,899,5,781.0,1061.0,781,781,828,843,984,1061,1061
dab20fdd35d5a6063d1d906ec3ed564ed593ecbf6b9b550969baaf5d3bbb5b75,66d61e392a734774b9508b160c860aade42edbb832d60fe7f496c3a6a765b237,398d0e6f403918ac78a4885480d2167c7833e72fd470f2b184d8f7ca701a519c,115,7,3.0,430.0,3,3,11,64,184,430,430
5e5e0d3133169d6cfeca82506ec764383a5e2a1d5dbf84a962e424cf4e9624b8,b58e0063952f5987aa5071f57930d7d224b6ee2343adf160de92328990d1c9d8,aeb74af890f11b1fb3b417a67ece4d146dc570512b74d57498e8ef28b6201cd2,1676,2,1666.0,1687.0,1676,1676,1676,1676,1676,1676,1676
bcc5ce17b20803a70e23d62eed5d8705c73c41456015d31050eeef1941de5300,06c2661c06bdeff42f455dde53e54a4124276a059e8002ae8e875e257562af45,db538cf762277c7a4b90ed2e6953b2978d20305fcbe70a6850286f599f5d4afe,7089,1,7089.0,7089.0,7089,7089,7089,7089,7089,7089,7089
566b41bb3e19c20e26f24df14e7e87fc24f01a27f70355a2b99e0cc220e5e72c,437e177321dd45a1e0238d76cd5dbdd1568896358d94713e8871ed6aa832c6d3,26fafb78c62fbcd78f0601b0e471a3677636e2508d30699bba6152a2f33c4429,33,2,31.0,36.0,31,31,31,31,36,36,36
486e10ac87f2c7495ab672094483c49e935e6f7e19b2b9b7157be7f9f949244c,be22a440761507d63884d2e426cab9f42986c665089ad52bf57a413e25446c62,f2f97a592e6c1090c7e934c6b6e5490c97570a61d741513ed69bb4aab3a48bdc,452,6,74.0,625.0,74,74,437,468,562,625,625
cecf179ac2e0048836c7e823e51ff5f0e8aaa07b77c4855c65b0d73a606f554b,8d28a99d90364b07385fe7ae25535597d2a4d131e4ad6dbdcb06bcb157b71c48,eb655d4541970916bca830c87e7dbc808adb8de1ebd0663c2711ee9ce41e5765,23,327,3.0,2793.0,5,5,6,6,6,274,1526
0e0d1df62baf9c64823d0226fa0b7952e319d0642936740733a6a19517e6d5f0,3df9ee9f62bc33aa91b5d328c8b0590af2cca0bc9f0d29838e87b464b2bac16c,a14679f6952c55c197aa2ec0eba8788ba50ee69dd4f61a18e52b3ccd917498a8,2578,2,969.0,4188.0,969,969,969,969,4188,4188,4188
172297b7dabb1887de6dd5f1ca0b62075b704a198ed0adc857890e0b04f336f2,7abed4b232e911066815162067e388d9159c5e6cd6827c76ed95be1709a81124,766c948f924a52956c59a31a843b082ddca878b1f409889d74bf74fa41d97eed,975,2,170.0,1780.0,170,170,170,170,1780,1780,1780
f4dcba7f52ced887167ff3e627b336f6d9d9c09f6b4c45bf9868681de53e2c75,6dff6ee1b289f2f0040bdb19e24641cfe68ece7c44e4688a788adeeb7e9f8d9b,6c07506822ff4450c39deeb6b77f5335d09cafccd7ceaf6919d80224f3947a50,442,40,31.0,1640.0,46,46,300,521,521,630,630
b46209cdeef59f9fb48bffd5cbb17d4d1cd681e96fcf2e660aa4e026a1638330,117a8778f871837dcc7546d4405e39e439588d19f6fd0985bc4e98719048a892,35d0b9c3bd61406c270b61914108ed5ceeb867d4333b35204968631e9ccdea21,11505,7,625.0,30955.0,625,625,1128,9314,22923,30955,30955
5b5b72034a77eb726807b69043547f4ef0fcade75b4f3f6e4761d457b039d77d,0e60727e1cf536a8948cd0d235afd5a8d8b52e3cc97f08a301f28578365c5566,0b07e3d396fe52da9fa6c3afaf4f4f043a1b1c718551b6b63eaeaf7ea2bfda4a,12405,3,71.0,35894.0,661,661,661,661,35894,35894,35894
bb83e693ebf73ab7c38ff2fd9dafa3eb10a4482dde7f02ba0611934ce2fde5e6,6c15e18a508bbef675c86b2fdf8c4fbaadfff389af73c71c59f51b97d12af5fc,e5ffc70128286160d3d4281a31a866a1062ccb6e44bce74c8c3894b3f9135ae9,3299,1,3299.0,3299.0,3299,3299,3299,3299,3299,3299,3299
bcc5ce17b20803a70e23d62eed5d8705c73c41456015d31050eeef1941de5300,06c2661c06bdeff42f455dde53e54a4124276a059e8002ae8e875e257562af45,212f77afad5d25b7f1ba328d35f1da2103f1c86558e52ee588c621b64ca0d3ce,1440,1,1440.0,1440.0,1440,1440,1440,1440,1440,1440,1440
7cef54ff4d0efafd10bbdb97af91f940a64bb536b1613ced010b92c6dafd1d12,ef0d2e3e0a00360eb1fd11d284f550474b510335ba91f62b7e3d08fd68443c6e,be667ef9a4dcc34a239d539860dcfe87e1d8b5a5f9fe19c00f8917751538a690,10444,1,10444.0,10444.0,10444,10444,10444,10444,10444,10444,10444
08f3066237ade543f7b38d98b453a1b9faf12336008c371a2bbf38bd216c049b,b1c4df6917a1e4409dd443ce8e597c500f5360f21a3f96ca57cbecd3347b31f5,b932edd190eaf4433a887bfe01f36621637279cd819353e3a07d65b0a6502e81,480,22643,15.0,23370.0,217,252,290,309,325,6313,20028
a45e1db1c5b711a1bc678eb5536adf80370b2a57d90fbb4164579f8bb501e139,77488d637aae0f404a9c6e4f99f437686332a5c0ab50d6f17da411d795935a87,8dacc055bff4c9b69f1584e1911f1fe34d32adc92954243f8d17b24930f515ee,174,288,62.0,1727.0,62,78,139,160,189,550,1727
64795c9fcdecb5c931e42c10bfa4fd1fd6ea4b060a98d4f1f3cc6a2b2f847118,7b68cb7d00f65dc9494fcbbcb571833bcca7f061d63f5eecb32ad43ea8544f66,1cb6ada7ba8e11022912e24bcf1fa24fadb5e553b1b5468903ae843731840c92,1435,54378,62.0,102266.0,187,384,847,1134,1625,5531,41161
7da8419186cba7f569338f12d1fc0a29871e640452f6491f4dd00ab4c2ebfa42,1fa1652d8ac910d7e413c6f0f808e4b342e3e976a5cbb300f69e2ab28d32c65f,9242eaede8ec9d7d7c3189363874b0eeb2fa6842d10956627c3b6c3e4faa1fd4,19,2766,0.0,406.0,0,0,12,15,23,78,406
96ddab35a9fc921786038c5ebbe15118a127399dd1a5ac3b51764ec479583b40,2209a4fead419c68c4ef178268c8666ee4ba53d7bfdfe8f82aa91298e18c8a48,24c28d854ef232877553820da19d49c3e5a86877c9b324e8b2c774d6c941cbc4,151,481,46.0,10360.0,46,46,93,109,141,456,10360
a9bd405f1377658fadabfedd49d1700a76f91170e76ee82d1957e30f9e314dda,de6d982299d7f973c4c9b2499f738b53d7f38a9bdb0c3722106d29d359124241,7997f320c95fad27628b90bb5b42450442dface8ade783e1ddfee039d36c3793,3154,288,156.0,101110.0,156,187,343,453,640,100107,101110
936b6ff326754e73bd201e13b0e30f1334f11bfee9be963c78e8d464a0b15cb5,6fbe506ff5fb56ed8b8d05f7623b871f29a46495a88c181920c1e50e61da6716,d186ac2757a9eed6bd67a8ff07675dc5deaeb2e9459d48d3b6a71aef87467ad6,249,286,0.0,6663.0,0,0,0,0,0,4905,6663
3704afdf60e32d9b8e5249b993a44920c31ee48c830161e839b655f13983bf3f,0a9ad1a03e4bbe5d6b3e950ace427992dd49c0c2d0741113263ecae61939623d,5705977505883cc71716ce94456d98e1bf25d7243a0eb55528ddb123fdfada7a,691,723,95.0,7178.0,95,96,111,420,808,4405,7178
79e8d07b348b92dc3da69e9148836ab9894fb026a0154bba05a56271d0373f58,d2fb03e97206fbfaa82174f6bfbb09bbe91bf72a14eface5f77a3819bb2c4a49,2d8ee06fa6e06bc2765d958f2a235e29481157726a6efd0803ec2d89370212ce,703,1445,407.0,32022.0,407,421,609,671,752,990,32022
60d057c81f1abcf7f3749ab3b46da046ba37195a0bb3ed1dc42c4804a17118fa,ca487965b47c46b0c1750460bd86be38e884ded326665ca0df9dbce3f0677a73,08a86f24cf86d2a868aaa6d34d769a4c5ad7625d48a87ca9b0ebfa68c37d7487,9953,1440,7.0,32743.0,7,9,8125,10019,12079,23495,32743
c73f0a8d71e3c46bf6f8e160336a2f6270e4329a71e5afb2c08b55427ae60d6c,afb8a574b725f52867c5be6fb0f1cef86722858786716c0131ba5846f78ff13f,559f68d8f94c925dfb7e96bbdbd7366f303d4a31575c99f5bac881f932c89ce4,145,1440,62.0,1170.0,62,78,109,125,155,626,1170
6845ed8a0e41ca9e3e1f62b5aa27f438ba8360e7777cc12c7a409eec85ad65e5,95a13cfc8bab604a8425935a47dbf0598c098402056a40001b760cc5868c3358,2efb1c5d5cc1210000253a1b19eba660603568fd4cc4602f76829a5983027177,78617,288,61694.0,133719.0,61694,62034,69898,76295,85081,114125,133719
d7323108887ff69d134e0275c082c8764cf90e9a2c0d82b1712d563dd7627b0e,864327b5e6e5298b86c4e3dd03a1a0dab65b6a04a0c6c4650eb3783170407eb6,e894b79df4b23ab6543f0104b5e7d41696d8ad6a467def431f6ab7eb83e46938,86912,145,25753.0,214612.0,25753,27559,44460,61595,135596,201814,214612
f3d9353add14a343cf8eec0576e73859a447fc4bd65c0571bb815a74b4806590,9824fd5b3217215e9f82080120dd4f4ff850217da0056d8a0d42f41c7c011862,5e4c8394d378aa1469b292dd8be99d5472f86b925b53d52dedb6fed28763901b,3714,123300,0.0,75602.0,0,1854,2485,3232,3890,12878,75602
a585940ce3483743bbfd5ad24b0f4fc400e1124957dc4e912dabe50c4717228f,8af6af0db5ec252da7f12547778ae9e778a079accd5d8798c3b3f965b47f6c05,80d0b01f11475441f4e192f75c4d46a10f130db6fe320e0deb7739ea7b13c445,258,288,0.0,1503.0,0,0,1,1,590,1424,1503
a3fbe932b21f0737a36d7a24c3300f67b3b6d2c848ef06f8d8c59f5adb6a6e9b,231c331443f7f427880171d887cdcae577bea00a23d3ced8f842bb90f3be4fde,06abe2ffc47f60e964fc7c0c1d6a47d5d9847218e4c6ca5c61246857f75e56c8,47,5760,1.0,1630.0,1,1,1,1,2,669,1001
15d406ab437097f6c566c7aada3014eedc0a4f48c8c6a33c43734f0d8388cc97,be52b41cd5d134ae6c1c7b655968eb21f3b6c26ea57c9f72a106593238169962,079071253849eb6d06842ff9736f52dc141d065389a996f2cf473ffc075d23a3,1441,1439,683.0,100457.0,683,713,909,1043,1271,2827,100251
f18a1d5c5a01145b9817bab7ee38a6c08f6926ccb1cbd3d836d4dba28bea7ad9,341ae5c0e8bbe832a0390fd66156fc82e93cc645379e044018ce649912667d99,cd5bb15f361a39d2e0c1a47131e76c84da9d24762d831a19f17fc4d00ff399eb,15299,285,2593.0,39547.0,2593,2703,6664,12304,23341,37332,39547
5a63419a55ffec54f6092c94af3fd1334558e2f72a16de5e57ee01d5964a0009,1820ce66df2e425dc433c18e7d44285bf46f9026bf93a1a49edf890159311cf5,8f0f0a3dc2382b8fae465825578faa4f0bcbdf9491509312f09e568f396ff48f,505,361,0.0,8631.0,0,1,1,2,11,7731,8631
8fd53fe1aa335f31c8f41f014794badfdbd31def02b17adb839a589de00afb46,b8e1e7c2ab5ebf1a2a59c79ddd3f44eeb2c492ae0ccdf2a2ed4887ca8d57f1df,e5bfd75b50e0e666790efd60b9021a0e0e53b3308c28908adbbbedef1f8b5ec9,936,68,453.0,2472.0,453,453,781,836,916,2472,2472
566c5cf650c1e3ba3d29854e90607774142518255ae0cbebb1635f3eecc1018b,0a82801ae33c953c93d5a9ddd91aa438396a303403283f2b5f94dd155980c259,a0e9fe2d0dfc6b72885ff65ad89dde2297f8ace478b4a705d2c787e19ee66009,133,289,65.0,1261.0,65,70,98,115,148,375,1261
9acb9dfc4322ef9e216a7f17e41167eef00a5514718bc307e2939a16aac74b41,a621a5f6cb0aeb0c26e1433f69e5495a40bd73478a3f7a451811439c3dda4032,2ae54e5f7e1da05f4e1e8bc5d3600fd229b9596ca96ccb5543c3d0307543d875,3424,96,2046.0,8052.0,2046,2046,3031,3249,3796,8052,8052
05adaa46797bfe5f970486cea2a55eda78fd8c4fbf1021b9956cf2a34af24dd2,a15ffbb887e5f91ffed0842a6ca70681d22f3852c5ffa82b48c7915993be0efa,0ad6590647dbf443ab5219a7876b2aeea1c64cf66a95fe5bff3304cf2694bc14,866,19,202.0,3266.0,202,202,336,706,1149,3266,3266
a25ead09d9eb705c731fb8cb3a04b2142371c9e73ae54526567427a3b518d7c4,4eb79ea68f14b8981b498aeb1ea05dc9252ad7ce20ff2cada267ccfa0b276b8c,7a47f0d5689ab43eb068e951370988752b9f5dab5b415b1955dc2ddc80d8d0a1,35945,24,32685.0,39574.0,32685,32685,34758,35356,37031,39574,39574
fde6c9b729397944263942a32f1a0ba18a87c6f312447e49311d3a990e52dca0,205621e3ff75d57838a772c9bd18cac854d7b96247e9cd7fa6d7b1be2d908ef2,f333a09c6e6532d0a631b4bd06acda360b82bb6058a928f8e725d159a88124e3,289,574,0.0,1830.0,0,19,81,236,419,1082,1542
59dc1c6dc1353ed254ce6dda9e4aee99a9fa21a53e2672d2ee35a1ae7597a3e3,15337443064ba82e63b03b06a394c8e6a61fdc32826222dd83515cbdbbe1b64c,f3c9d7d8ee82a3db4932c0efca2d2f350d89f2385b73e620f2862dca07dde435,443,508,140.0,2937.0,154,154,183,292,528,1775,2937
316c8ad98fff1d7dc2f2a427401ce38a06ca9cfb19de4df6712664083a5700ba,5cd3fc793f0785e6b0954bb711a918f6fe074d2bd0879a6feee9d8e6029cdc05,2ab1372ff1ecc83bfb79e9a9059247fcfd2e040ca836e22a8f01681c96b9633b,24025,27,22805.0,29518.0,22805,22805,22955,23016,23534,29518,29518
40462ded9cc6993041c48d5afcbebc6055001cb09f71ba84f45af6633dce8703,9f67101aa0ad5d88abde050fcbfff6ad9bbc9a1fb3bf8bc80b9829341a4f306b,7ebf5c2aace55f0dfa7e807505d8d89cd7f34ab4133d3f11af800adaadd8813c,897,12,229.0,1859.0,229,229,239,979,1162,1859,1859
a1e2125b17a83a8bc95bbf8e054f4440d3de19d37e4ef438a13d4a30f260ed49,65644da8624c2ce68c0ce1106ab8a78d405ae8b328068fbc4502bcccf03c9281,0dbd1c9144e74c0d2544fc48a0af139d53366dae4e2b0fe1adab8ade35a4cfcd,4076,136,2036.0,9839.0,2195,2213,3135,3834,4626,9546,9839
215b790f4b1b38b801826384739038dd419f60f8cab9d677e16a628f53848d50,09c32501d7a68c5fb47ea0969517f640ae3c65d4804bda927cf7a8a54179690f,67e88ca032df7ba4a6e75b1988693b30ef4cd5e45e8a344a37e1d6dcce7b8612,431,25,38.0,4578.0,56,56,60,102,192,2413,2413
f00d10dbb55cb5c1d2c4322cc726a4f7a0a0283d88323b5faa401963615ebec0,76e56416ed52681d00f7019a9b61d0c5adfd788bc33716647a0611918c4db48d,4af01daf34b2587d14dbf610ed61846dc89ac9f8b446d20177ca884a133df4ad,350,61,164.0,906.0,164,164,222,250,513,906,906
797cb81435b0b6afaa40903fda964aa25fb7456156dbe5ca72afa3d3fe52c3cf,50371cf716d570565601f85ecae33e90119b95270ee1b2f9246d75e9fd673681,3e7dea464684e864b21463895061d5350a9498e35cbfb3c45a50815db470e8ef,26285,24,18066.0,45052.0,18066,18066,20303,22662,32852,45052,45052
96f81d47f68d56d4d3ed6d56d5b465680b646c29f57c7abbc8474872beaa7bcd,980b160cc7288298d7b60da28af188861c7f794ed71c42a978e3e6e74da9c68a,203a58f321826920e6da11ed7804b6aad1e5cbca5793c3cc4f28d81dfbbe77d6,5825,448,78.0,22995.0,217,1064,4942,5162,5245,12023,12023
580dd6d24214a313a6716a751f04dd4e88979240bbbbb8c60cb05eeaf25942c3,8177b8237e612d46ceb490a80965b10a44cffb771ac37dedc2c957f3bc144ec0,c5dfa96241c0a2bfe1cb2d406582160ba7f29dc05b369eb376143c16206ae18d,2268,24,1511.0,4200.0,1511,1511,1694,2055,2632,4200,4200
2c8540475d6a21be878a0bc7a22251d0f86eddb0d68c89f73af22dfa32a28a48,b8a494890b1c2581e38d1111dfbc5df5e4c585aa89b4468808ec304a5599372d,e8bd5cb24f5b131f670f994cc0aa120037eb3b09c2264762ffc9299c7902d544,4191,24,2578.0,6502.0,2578,2578,3496,3916,4625,6502,6502
0732063a5ac204cd8eec2b4f43f0566f105c727275ddd0e366152e2337cf8d2c,02c33687c95cfe6b6fd8c0408b8820705afa960a6639eac528685edf5720cef2,56dec7696b202346b9ca74a9fee5d44af51d63d95c68ac660607adae6504c3e1,489,17,190.0,2261.0,190,190,214,284,479,2261,2261
d07716a30b24f524dfe6fa45f9a30caa95b579d2c1e4f0da71287db70c1f6f0a,1e8a8aa205d04420b34ec13a5bbdbee7c35fd6e01521cb8cb161cbf6ce16ea1c,824d23cbc21b435d62f20f52b0d7758d5ea11054fe39134e1ed32901d56cdf0a,784,1,784.0,784.0,784,784,784,784,784,784,784
