Linux 5.4.0-164-generic (node-2.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/28/2024 	_x86_64_	(40 CPU)

05:34:09 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
05:35:09 PM  all    9.03    0.00    9.07    0.02    0.00    0.82    0.00    0.00    0.00   81.05
05:36:09 PM  all   10.06    0.00    9.28    0.02    0.00    0.87    0.00    0.00    0.00   79.78
05:37:09 PM  all    9.12    0.00    9.04    0.02    0.00    0.85    0.00    0.00    0.00   80.97
05:38:09 PM  all    8.74    0.00    8.96    0.02    0.00    0.87    0.00    0.00    0.00   81.41
05:39:09 PM  all    8.46    0.00    8.91    0.02    0.00    0.84    0.00    0.00    0.00   81.77
05:40:09 PM  all    9.49    0.00    9.22    0.02    0.00    0.84    0.00    0.00    0.00   80.44
05:41:09 PM  all    8.64    0.00    8.95    0.02    0.00    0.80    0.00    0.00    0.00   81.59
05:42:09 PM  all    8.85    0.00    9.04    0.02    0.00    0.84    0.00    0.00    0.00   81.25
05:43:09 PM  all    8.81    0.00    9.14    0.02    0.00    0.81    0.00    0.00    0.00   81.22
05:44:09 PM  all    8.53    0.00    9.04    0.01    0.00    0.88    0.00    0.00    0.00   81.53
05:45:09 PM  all    8.60    0.00    8.96    0.01    0.00    0.87    0.00    0.00    0.00   81.56
05:46:09 PM  all    9.48    0.00    9.23    0.02    0.00    0.86    0.00    0.00    0.00   80.41
Average:     all    8.98    0.00    9.07    0.02    0.00    0.85    0.00    0.00    0.00   81.08
