Linux 5.4.0-164-generic (node-0.llcperf-onenode.rperf-pg0.wisc.cloudlab.us) 	12/13/2023 	_x86_64_	(40 CPU)

09:48:54 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:49:24 PM  all    2.97    0.00    1.44    0.00    0.00    0.13    0.00    0.00    0.00   95.46
09:49:54 PM  all    2.87    0.00    1.44    0.01    0.00    0.15    0.00    0.00    0.00   95.53
09:50:24 PM  all    2.86    0.00    1.43    0.00    0.00    0.14    0.00    0.00    0.00   95.56
09:50:54 PM  all    3.02    0.00    1.47    0.00    0.00    0.15    0.00    0.00    0.00   95.35
09:51:24 PM  all    2.86    0.00    1.50    0.01    0.00    0.13    0.00    0.00    0.00   95.49
09:51:54 PM  all    2.93    0.00    1.49    0.00    0.00    0.15    0.00    0.00    0.00   95.43
09:52:24 PM  all    3.00    0.00    1.45    0.01    0.00    0.14    0.00    0.00    0.00   95.40
09:52:54 PM  all    2.84    0.00    1.45    0.00    0.00    0.14    0.00    0.00    0.00   95.56
09:53:24 PM  all    2.78    0.00    1.52    0.01    0.00    0.14    0.00    0.00    0.00   95.55
09:53:54 PM  all    2.93    0.00    1.46    0.00    0.00    0.15    0.00    0.00    0.00   95.46
09:54:24 PM  all    2.98    0.00    1.50    0.00    0.00    0.14    0.00    0.00    0.00   95.38
09:54:54 PM  all    2.87    0.00    1.44    0.01    0.00    0.16    0.00    0.00    0.00   95.52
09:55:24 PM  all    2.78    0.00    1.39    0.01    0.00    0.14    0.00    0.00    0.00   95.69
09:55:54 PM  all    3.06    0.00    1.49    0.01    0.00    0.15    0.00    0.00    0.00   95.30
09:56:24 PM  all    3.03    0.00    1.46    0.00    0.00    0.15    0.00    0.00    0.00   95.36
09:56:54 PM  all    2.79    0.00    1.42    0.01    0.00    0.13    0.00    0.00    0.00   95.65
09:57:24 PM  all    2.86    0.00    1.44    0.01    0.00    0.14    0.00    0.00    0.00   95.55
09:57:54 PM  all    2.94    0.00    1.46    0.00    0.00    0.15    0.00    0.00    0.00   95.45
09:58:24 PM  all    2.88    0.00    1.42    0.00    0.00    0.13    0.00    0.00    0.00   95.56
09:58:54 PM  all    2.97    0.00    1.45    0.01    0.00    0.15    0.00    0.00    0.00   95.41
09:59:24 PM  all    2.79    0.00    1.42    0.00    0.00    0.15    0.00    0.00    0.00   95.64
09:59:54 PM  all    2.92    0.00    1.46    0.00    0.00    0.15    0.00    0.00    0.00   95.47
10:00:24 PM  all    2.98    0.00    1.45    0.00    0.00    0.15    0.00    0.00    0.00   95.42
10:00:54 PM  all    2.97    0.00    1.44    0.01    0.00    0.14    0.00    0.00    0.00   95.45
Average:     all    2.91    0.00    1.45    0.00    0.00    0.14    0.00    0.00    0.00   95.49
