Linux 5.4.0-164-generic (node-0.llcperf.rperf-pg0.wisc.cloudlab.us) 	11/28/2023 	_x86_64_	(40 CPU)

01:58:31 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:59:01 AM  all    9.01    0.00    3.08    0.01    0.00    0.69    0.00    0.00    0.00   87.21
01:59:31 AM  all    8.91    0.00    3.03    0.00    0.00    0.65    0.00    0.00    0.00   87.41
02:00:01 AM  all    8.73    0.00    2.92    0.01    0.00    0.67    0.00    0.00    0.00   87.66
02:00:31 AM  all    8.81    0.00    2.94    0.00    0.00    0.71    0.00    0.00    0.00   87.53
02:01:01 AM  all    9.18    0.00    3.03    0.01    0.00    0.76    0.00    0.00    0.00   87.02
02:01:31 AM  all    8.79    0.00    3.07    0.01    0.00    0.77    0.00    0.00    0.00   87.35
02:02:01 AM  all    8.89    0.00    3.00    0.00    0.00    0.76    0.00    0.00    0.00   87.35
02:02:31 AM  all    8.81    0.00    3.02    0.01    0.00    0.79    0.00    0.00    0.00   87.36
02:03:01 AM  all    8.80    0.00    3.02    0.01    0.00    0.76    0.00    0.00    0.00   87.42
02:03:31 AM  all    8.70    0.00    2.98    0.01    0.00    0.78    0.00    0.00    0.00   87.53
02:04:01 AM  all    8.40    0.00    2.95    0.01    0.00    0.67    0.00    0.00    0.00   87.98
02:04:31 AM  all    8.59    0.00    2.94    0.00    0.00    0.72    0.00    0.00    0.00   87.75
02:05:01 AM  all    8.48    0.00    2.90    0.01    0.00    0.68    0.00    0.00    0.00   87.93
02:05:31 AM  all    8.40    0.00    2.95    0.01    0.00    0.65    0.00    0.00    0.00   87.98
02:06:01 AM  all    8.63    0.00    2.88    0.00    0.00    0.66    0.00    0.00    0.00   87.83
02:06:31 AM  all    8.58    0.00    2.94    0.01    0.00    0.68    0.00    0.00    0.00   87.80
02:07:01 AM  all    8.50    0.00    2.91    0.01    0.00    0.68    0.00    0.00    0.00   87.90
02:07:31 AM  all    8.65    0.00    2.98    0.00    0.00    0.75    0.00    0.00    0.00   87.62
02:08:01 AM  all    8.70    0.00    2.95    0.01    0.00    0.76    0.00    0.00    0.00   87.58
02:08:31 AM  all    8.65    0.00    3.05    0.01    0.00    0.76    0.00    0.00    0.00   87.54
02:09:01 AM  all    8.66    0.00    3.06    0.01    0.00    0.77    0.00    0.00    0.00   87.51
02:09:31 AM  all    8.62    0.00    3.07    0.01    0.00    0.76    0.00    0.00    0.00   87.55
02:10:01 AM  all    8.50    0.00    3.07    0.01    0.00    0.76    0.00    0.00    0.00   87.66
02:10:31 AM  all    8.70    0.00    3.04    0.00    0.00    0.76    0.00    0.00    0.00   87.50
Average:     all    8.70    0.00    2.99    0.01    0.00    0.73    0.00    0.00    0.00   87.58
