Linux 5.4.0-164-generic (node-0.llcperf-onenode.rperf-pg0.wisc.cloudlab.us) 	12/12/2023 	_x86_64_	(40 CPU)

09:05:27 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:05:57 AM  all    9.11    0.00   75.60    0.01    0.00    0.59    0.00    0.00    0.00   14.70
09:06:27 AM  all    8.34    0.00   77.07    0.00    0.00    0.55    0.00    0.00    0.00   14.03
09:06:57 AM  all    8.95    0.00   75.23    0.00    0.00    0.61    0.00    0.00    0.00   15.21
09:07:27 AM  all    8.85    0.00   74.99    0.00    0.00    0.55    0.00    0.00    0.00   15.61
09:07:57 AM  all    9.31    0.00   74.12    0.00    0.00    0.60    0.00    0.00    0.00   15.96
09:08:27 AM  all    9.24    0.00   73.82    0.00    0.00    0.62    0.00    0.00    0.00   16.32
09:08:57 AM  all    9.04    0.00   74.12    0.00    0.00    0.59    0.00    0.00    0.00   16.24
09:09:27 AM  all    9.37    0.00   73.43    0.01    0.00    0.63    0.00    0.00    0.00   16.57
09:09:57 AM  all    9.02    0.00   74.13    0.00    0.00    0.59    0.00    0.00    0.00   16.27
09:10:27 AM  all    9.78    0.00   71.44    0.00    0.00    0.66    0.00    0.00    0.00   18.12
09:10:57 AM  all    8.23    0.00   76.97    0.00    0.00    0.53    0.00    0.00    0.00   14.28
09:11:27 AM  all   11.01    0.00   66.25    0.00    0.00    0.75    0.00    0.00    0.00   21.99
09:11:57 AM  all    7.14    0.00   82.31    0.00    0.00    0.40    0.00    0.00    0.00   10.15
09:12:27 AM  all   12.64    0.00   58.66    0.01    0.00    0.95    0.00    0.00    0.00   27.75
09:12:57 AM  all    5.89    0.00   85.55    0.00    0.00    0.33    0.00    0.00    0.00    8.23
09:13:27 AM  all   13.70    0.00   53.73    0.00    0.00    1.02    0.00    0.00    0.00   31.55
09:13:57 AM  all    5.44    0.00   88.46    0.00    0.00    0.28    0.00    0.00    0.00    5.82
09:14:27 AM  all   14.49    0.00   50.84    0.01    0.00    1.08    0.00    0.00    0.00   33.58
09:14:57 AM  all    4.10    0.00   91.24    0.00    0.00    0.23    0.00    0.00    0.00    4.43
09:15:27 AM  all   16.11    0.00   43.91    0.01    0.00    1.19    0.00    0.00    0.00   38.78
09:15:57 AM  all    4.30    0.00   91.37    0.00    0.00    0.20    0.00    0.00    0.00    4.14
09:16:27 AM  all   16.54    0.00   40.12    0.00    0.00    1.31    0.00    0.00    0.00   42.02
09:16:57 AM  all    4.09    0.00   90.94    0.00    0.00    0.21    0.00    0.00    0.00    4.75
09:17:27 AM  all   17.07    0.00   39.92    0.00    0.00    1.31    0.00    0.00    0.00   41.69
Average:     all    9.63    0.00   71.11    0.00    0.00    0.66    0.00    0.00    0.00   18.60
