Linux 5.4.0-164-generic (node-0.llcperf-onenode.rperf-pg0.wisc.cloudlab.us) 	12/14/2023 	_x86_64_	(40 CPU)

01:03:05 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:03:35 AM  all    6.15    0.00   92.97    0.00    0.00    0.28    0.00    0.00    0.00    0.60
01:04:05 AM  all    8.14    0.00   90.61    0.01    0.00    0.42    0.00    0.00    0.00    0.82
01:04:35 AM  all   17.36    0.00   45.93    0.05    0.00    0.65    0.00    0.00    0.00   36.01
01:05:05 AM  all    7.26    0.00   80.99    0.01    0.00    0.16    0.00    0.00    0.00   11.58
01:05:35 AM  all    4.15    0.00   95.54    0.01    0.00    0.07    0.00    0.00    0.00    0.23
01:06:05 AM  all    5.90    0.00   93.83    0.00    0.00    0.07    0.00    0.00    0.00    0.21
01:06:35 AM  all    6.40    0.00   93.28    0.00    0.00    0.12    0.00    0.00    0.00    0.20
01:07:05 AM  all    5.20    0.00   94.48    0.00    0.00    0.12    0.00    0.00    0.00    0.20
01:07:35 AM  all    3.99    0.00   95.83    0.00    0.00    0.08    0.00    0.00    0.00    0.11
01:08:05 AM  all    4.65    0.00   91.09    0.01    0.00    0.10    0.00    0.00    0.00    4.15
01:08:35 AM  all    5.56    0.00   91.97    0.01    0.00    0.10    0.00    0.00    0.00    2.36
01:09:05 AM  all    3.05    0.00   96.78    0.00    0.00    0.05    0.00    0.00    0.00    0.13
01:09:35 AM  all    4.08    0.00   95.00    0.00    0.00    0.06    0.00    0.00    0.00    0.86
01:10:05 AM  all    2.97    0.00   96.74    0.00    0.00    0.05    0.00    0.00    0.00    0.24
01:10:35 AM  all    3.29    0.00   96.56    0.00    0.00    0.06    0.00    0.00    0.00    0.09
01:11:05 AM  all    5.45    0.00   94.26    0.00    0.00    0.12    0.00    0.00    0.00    0.17
01:11:35 AM  all    7.20    0.00   92.48    0.00    0.00    0.17    0.00    0.00    0.00    0.16
01:12:05 AM  all    7.58    0.00   92.03    0.00    0.00    0.20    0.00    0.00    0.00    0.18
01:12:35 AM  all   10.08    0.00   89.37    0.00    0.00    0.26    0.00    0.00    0.00    0.30
01:13:05 AM  all   15.92    0.00   60.82    0.03    0.00    0.81    0.00    0.00    0.00   22.41
01:13:35 AM  all    9.85    0.00   70.63    0.02    0.00    0.28    0.00    0.00    0.00   19.22
01:14:05 AM  all    4.07    0.00   95.60    0.00    0.00    0.05    0.00    0.00    0.00    0.27
01:14:35 AM  all    3.19    0.00   96.56    0.00    0.00    0.04    0.00    0.00    0.00    0.21
01:15:05 AM  all    4.26    0.00   95.49    0.00    0.00    0.04    0.00    0.00    0.00    0.21
Average:     all    6.47    0.00   89.21    0.01    0.00    0.18    0.00    0.00    0.00    4.14
