# started on Wed Nov 22 14:34:44 2023

#           time             counts unit events
   240.003764555      1,977,107,232      LLC-loads                                                     (50.00%)
   240.003764555        620,181,900      LLC-load-misses           #   31.37% of all LL-cache hits     (50.00%)
   240.003764555        696,472,875      LLC-stores                                                    (50.00%)
   240.003764555        273,748,106      LLC-store-misses                                              (50.00%)
   240.003764555    <not supported>      LLC-prefetch-misses                                         
   300.005579391      1,983,998,139      LLC-loads                                                     (50.00%)
   300.005579391        614,608,415      LLC-load-misses           #   31.03% of all LL-cache hits     (50.00%)
   300.005579391        696,605,236      LLC-stores                                                    (50.00%)
   300.005579391        272,780,252      LLC-store-misses                                              (50.00%)
   300.005579391    <not supported>      LLC-prefetch-misses                                         
   360.006948955      1,988,981,300      LLC-loads                                                     (50.00%)
   360.006948955        619,821,195      LLC-load-misses           #   31.25% of all LL-cache hits     (50.00%)
   360.006948955        699,348,885      LLC-stores                                                    (50.00%)
   360.006948955        275,838,397      LLC-store-misses                                              (50.00%)
   360.006948955    <not supported>      LLC-prefetch-misses                                         
   420.008994009      1,975,994,052      LLC-loads                                                     (50.00%)
   420.008994009        617,127,631      LLC-load-misses           #   31.14% of all LL-cache hits     (50.00%)
   420.008994009        695,736,816      LLC-stores                                                    (50.00%)
   420.008994009        272,576,715      LLC-store-misses                                              (50.00%)
   420.008994009    <not supported>      LLC-prefetch-misses                                         
   480.010785436      1,975,694,317      LLC-loads                                                     (50.00%)
   480.010785436        613,448,684      LLC-load-misses           #   30.98% of all LL-cache hits     (50.00%)
   480.010785436        693,424,802      LLC-stores                                                    (50.00%)
   480.010785436        271,240,703      LLC-store-misses                                              (50.00%)
   480.010785436    <not supported>      LLC-prefetch-misses                                         
   540.012683489      1,976,374,317      LLC-loads                                                     (50.00%)
   540.012683489        611,804,823      LLC-load-misses           #   30.90% of all LL-cache hits     (50.00%)
   540.012683489        691,758,084      LLC-stores                                                    (50.00%)
   540.012683489        271,231,711      LLC-store-misses                                              (50.00%)
   540.012683489    <not supported>      LLC-prefetch-misses                                         
   600.014754132      1,961,911,357      LLC-loads                                                     (50.00%)
