Linux 5.4.0-164-generic (node-0.llcperf-onenode.rperf-pg0.wisc.cloudlab.us) 	11/22/2023 	_x86_64_	(40 CPU)

02:37:44 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:38:44 PM  all   12.00    0.00    5.35    0.00    0.00    1.34    0.00    0.00    0.00   81.31
02:39:44 PM  all   12.12    0.00    5.38    0.01    0.00    1.32    0.00    0.00    0.00   81.17
02:40:44 PM  all   12.25    0.00    5.36    0.00    0.00    1.31    0.00    0.00    0.00   81.07
02:41:44 PM  all   11.96    0.00    5.39    0.00    0.00    1.32    0.00    0.00    0.00   81.33
02:42:44 PM  all   12.10    0.00    5.42    0.01    0.00    1.34    0.00    0.00    0.00   81.13
02:43:44 PM  all   11.97    0.00    5.40    0.00    0.00    1.31    0.00    0.00    0.00   81.32
02:44:44 PM  all   11.97    0.00    5.38    0.00    0.00    1.32    0.00    0.00    0.00   81.33
02:45:44 PM  all   12.02    0.00    5.35    0.01    0.00    1.33    0.00    0.00    0.00   81.28
02:46:44 PM  all   12.00    0.00    5.36    0.01    0.00    1.31    0.00    0.00    0.00   81.32
02:47:44 PM  all   11.80    0.00    5.44    0.01    0.00    1.32    0.00    0.00    0.00   81.43
02:48:44 PM  all   11.76    0.00    5.32    0.01    0.00    1.33    0.00    0.00    0.00   81.59
02:49:44 PM  all   11.98    0.00    5.32    0.01    0.00    1.31    0.00    0.00    0.00   81.39
02:50:44 PM  all   11.95    0.00    5.33    0.01    0.00    1.32    0.00    0.00    0.00   81.38
02:51:44 PM  all   11.72    0.00    5.39    0.01    0.00    1.28    0.00    0.00    0.00   81.61
02:52:44 PM  all   11.78    0.00    5.40    0.00    0.00    1.32    0.00    0.00    0.00   81.49
02:53:44 PM  all   11.84    0.00    5.33    0.00    0.00    1.32    0.00    0.00    0.00   81.50
02:54:44 PM  all   11.78    0.00    5.37    0.00    0.00    1.29    0.00    0.00    0.00   81.56
02:55:44 PM  all   11.77    0.00    5.36    0.00    0.00    1.33    0.00    0.00    0.00   81.54
02:56:44 PM  all   11.77    0.00    5.37    0.01    0.00    1.32    0.00    0.00    0.00   81.54
02:57:44 PM  all   11.82    0.00    5.36    0.01    0.00    1.32    0.00    0.00    0.00   81.50
02:58:44 PM  all   11.89    0.00    5.28    0.01    0.00    1.31    0.00    0.00    0.00   81.51
02:59:44 PM  all   11.65    0.00    5.37    0.00    0.00    1.31    0.00    0.00    0.00   81.66
03:00:44 PM  all   12.00    0.00    5.39    0.01    0.00    1.29    0.00    0.00    0.00   81.32
03:01:44 PM  all   11.78    0.00    5.32    0.01    0.00    1.34    0.00    0.00    0.00   81.56
Average:     all   11.90    0.00    5.36    0.01    0.00    1.32    0.00    0.00    0.00   81.41
