Linux 5.4.0-164-generic (node-0.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/28/2024 	_x86_64_	(40 CPU)

09:35:53 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:36:53 PM  all   13.33    0.00   11.20    0.04    0.00    0.59    0.00    0.00    0.00   74.84
09:37:53 PM  all   33.11    0.00   13.08    0.07    0.00    0.50    0.00    0.00    0.00   53.24
09:38:53 PM  all   33.88    0.00   12.21    0.03    0.00    0.47    0.00    0.00    0.00   53.40
09:39:53 PM  all   32.56    0.00   12.21    0.03    0.00    0.49    0.00    0.00    0.00   54.71
09:40:53 PM  all   34.09    0.00   12.81    0.03    0.00    0.58    0.00    0.00    0.00   52.49
09:41:53 PM  all   27.69    0.00   12.50    0.03    0.00    0.59    0.00    0.00    0.00   59.19
09:42:53 PM  all   30.98    0.00   11.81    0.03    0.00    0.51    0.00    0.00    0.00   56.68
09:43:53 PM  all   31.90    0.00   11.68    0.03    0.00    0.53    0.00    0.00    0.00   55.85
09:44:53 PM  all   30.89    0.00   12.15    0.03    0.00    0.58    0.00    0.00    0.00   56.35
09:45:53 PM  all   33.87    0.00   11.71    0.05    0.00    0.53    0.00    0.00    0.00   53.85
09:46:53 PM  all   27.95    0.00   11.79    0.03    0.00    0.61    0.00    0.00    0.00   59.62
09:47:53 PM  all   26.33    0.00   11.58    0.03    0.00    0.64    0.00    0.00    0.00   61.43
Average:     all   29.71    0.00   12.06    0.04    0.00    0.55    0.00    0.00    0.00   57.65
