Linux 5.4.0-164-generic (node-4.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/30/2024 	_x86_64_	(40 CPU)

04:58:07 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
04:59:07 AM  all   12.81    0.00   11.70    0.03    0.00    0.61    0.00    0.00    0.00   74.84
05:00:07 AM  all   32.99    0.00   13.52    0.07    0.00    0.45    0.00    0.00    0.00   52.97
05:01:07 AM  all   33.00    0.00   12.79    0.04    0.00    0.47    0.00    0.00    0.00   53.71
05:02:07 AM  all   32.71    0.00   12.67    0.03    0.00    0.50    0.00    0.00    0.00   54.09
05:03:07 AM  all   33.82    0.00   13.27    0.03    0.00    0.55    0.00    0.00    0.00   52.33
05:04:07 AM  all   26.87    0.00   12.76    0.03    0.00    0.61    0.00    0.00    0.00   59.74
05:05:07 AM  all   30.59    0.00   12.11    0.03    0.00    0.49    0.00    0.00    0.00   56.78
05:06:07 AM  all   31.25    0.00   11.88    0.03    0.00    0.53    0.00    0.00    0.00   56.32
05:07:07 AM  all   30.07    0.00   12.58    0.03    0.00    0.57    0.00    0.00    0.00   56.75
05:08:07 AM  all   33.51    0.00   11.99    0.03    0.00    0.53    0.00    0.00    0.00   53.93
05:09:07 AM  all   27.54    0.00   12.00    0.03    0.00    0.64    0.00    0.00    0.00   59.79
05:10:07 AM  all   25.56    0.00   11.87    0.03    0.00    0.63    0.00    0.00    0.00   61.91
Average:     all   29.22    0.00   12.43    0.03    0.00    0.55    0.00    0.00    0.00   57.77
