Linux 5.4.0-164-generic (node-3.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/28/2024 	_x86_64_	(40 CPU)

08:16:10 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
08:17:10 PM  all   15.89    0.00   12.47    0.06    0.00    0.42    0.00    0.00    0.00   71.16
08:18:10 PM  all   33.74    0.00   12.65    0.06    0.00    0.45    0.00    0.00    0.00   53.10
08:19:10 PM  all   34.34    0.00   11.80    0.04    0.00    0.44    0.00    0.00    0.00   53.38
08:20:10 PM  all   33.74    0.00   12.09    0.04    0.00    0.48    0.00    0.00    0.00   53.64
08:21:10 PM  all   34.69    0.00   12.73    0.04    0.00    0.53    0.00    0.00    0.00   52.02
08:22:10 PM  all   26.58    0.00   11.28    0.03    0.00    0.61    0.00    0.00    0.00   61.51
08:23:10 PM  all   30.48    0.00   10.85    0.03    0.00    0.52    0.00    0.00    0.00   58.12
08:24:10 PM  all   31.56    0.00   10.88    0.04    0.00    0.53    0.00    0.00    0.00   56.99
08:25:10 PM  all   30.90    0.00   11.64    0.03    0.00    0.61    0.00    0.00    0.00   56.81
08:26:10 PM  all   33.63    0.00   10.72    0.03    0.00    0.54    0.00    0.00    0.00   55.07
08:27:10 PM  all   27.48    0.00   10.88    0.03    0.00    0.60    0.00    0.00    0.00   61.01
08:28:10 PM  all   25.85    0.00   10.63    0.02    0.00    0.65    0.00    0.00    0.00   62.85
Average:     all   29.90    0.00   11.55    0.04    0.00    0.53    0.00    0.00    0.00   57.97
