Linux 5.4.0-164-generic (node-5.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/28/2024 	_x86_64_	(40 CPU)

09:44:08 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:45:08 PM  all   12.95    0.00   11.38    0.03    0.00    0.73    0.00    0.00    0.00   74.91
09:46:08 PM  all   33.27    0.00   13.25    0.08    0.00    0.49    0.00    0.00    0.00   52.91
09:47:08 PM  all   33.99    0.00   12.75    0.04    0.00    0.52    0.00    0.00    0.00   52.69
09:48:08 PM  all   32.69    0.00   12.47    0.03    0.00    0.53    0.00    0.00    0.00   54.28
09:49:08 PM  all   34.09    0.00   13.21    0.03    0.00    0.55    0.00    0.00    0.00   52.12
09:50:08 PM  all   27.05    0.00   12.69    0.03    0.00    0.58    0.00    0.00    0.00   59.66
09:51:08 PM  all   30.82    0.00   11.78    0.03    0.00    0.54    0.00    0.00    0.00   56.83
09:52:08 PM  all   31.87    0.00   12.03    0.03    0.00    0.52    0.00    0.00    0.00   55.56
09:53:08 PM  all   30.89    0.00   12.55    0.03    0.00    0.57    0.00    0.00    0.00   55.96
09:54:08 PM  all   33.71    0.00   11.60    0.04    0.00    0.56    0.00    0.00    0.00   54.10
09:55:08 PM  all   27.60    0.00   11.76    0.04    0.00    0.62    0.00    0.00    0.00   59.98
09:56:08 PM  all   25.76    0.00   11.44    0.02    0.00    0.60    0.00    0.00    0.00   62.18
Average:     all   29.55    0.00   12.24    0.04    0.00    0.57    0.00    0.00    0.00   57.61
