Linux 5.4.0-164-generic (node-2.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/28/2024 	_x86_64_	(40 CPU)

09:56:15 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:57:15 PM  all   15.64    0.00   11.89    0.04    0.00    0.47    0.00    0.00    0.00   71.96
09:58:15 PM  all   51.37    0.00   14.56    0.07    0.00    0.56    0.00    0.00    0.00   33.44
09:59:15 PM  all   57.76    0.00   20.86    0.04    0.00    0.40    0.00    0.00    0.00   20.95
10:00:15 PM  all   60.60    0.00   21.23    0.03    0.00    0.48    0.00    0.00    0.00   17.66
10:01:15 PM  all   54.76    0.00   18.97    0.03    0.00    0.52    0.00    0.00    0.00   25.72
10:02:15 PM  all   46.37    0.00   14.77    0.04    0.00    0.64    0.00    0.00    0.00   38.19
10:03:15 PM  all   51.03    0.00   13.06    0.03    0.00    0.62    0.00    0.00    0.00   35.26
10:04:15 PM  all   58.59    0.00   20.33    0.03    0.00    0.37    0.00    0.00    0.00   20.68
10:05:15 PM  all   58.64    0.00   22.10    0.03    0.00    0.44    0.00    0.00    0.00   18.79
10:06:15 PM  all   54.65    0.00   17.63    0.04    0.00    0.48    0.00    0.00    0.00   27.21
10:07:15 PM  all   46.53    0.00   13.72    0.03    0.00    0.65    0.00    0.00    0.00   39.07
10:08:15 PM  all   45.48    0.00   12.95    0.03    0.00    0.64    0.00    0.00    0.00   40.89
Average:     all   50.12    0.00   16.84    0.04    0.00    0.52    0.00    0.00    0.00   32.48
