Linux 5.4.0-164-generic (node-1.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/28/2024 	_x86_64_	(40 CPU)

11:44:27 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:45:27 PM  all   15.34    0.00   12.33    0.05    0.00    0.50    0.00    0.00    0.00   71.77
11:46:27 PM  all   50.90    0.00   14.86    0.08    0.00    0.57    0.00    0.00    0.00   33.59
11:47:27 PM  all   56.25    0.00   20.33    0.04    0.00    0.43    0.00    0.00    0.00   22.95
11:48:27 PM  all   60.24    0.00   21.44    0.02    0.00    0.44    0.00    0.00    0.00   17.85
11:49:27 PM  all   53.36    0.00   18.13    0.02    0.00    0.54    0.00    0.00    0.00   27.95
11:50:27 PM  all   46.59    0.00   15.17    0.04    0.00    0.68    0.00    0.00    0.00   37.51
11:51:27 PM  all   48.01    0.00   13.38    0.02    0.00    0.64    0.00    0.00    0.00   37.94
11:52:27 PM  all   57.65    0.00   19.89    0.03    0.00    0.45    0.00    0.00    0.00   21.98
11:53:27 PM  all   56.66    0.00   23.02    0.02    0.00    0.43    0.00    0.00    0.00   19.87
11:54:27 PM  all   55.99    0.00   17.88    0.03    0.00    0.58    0.00    0.00    0.00   25.53
11:55:27 PM  all   42.41    0.00   13.68    0.03    0.00    0.61    0.00    0.00    0.00   43.27
11:56:27 PM  all   47.08    0.00   14.02    0.03    0.00    0.68    0.00    0.00    0.00   38.20
Average:     all   49.21    0.00   17.02    0.03    0.00    0.55    0.00    0.00    0.00   33.20
