Linux 5.4.0-164-generic (node-2.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/30/2024 	_x86_64_	(40 CPU)

06:51:18 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
06:52:18 AM  all   14.81    0.00   12.66    0.05    0.00    0.50    0.00    0.00    0.00   71.98
06:53:18 AM  all   50.28    0.00   14.56    0.06    0.00    0.58    0.00    0.00    0.00   34.52
06:54:18 AM  all   56.83    0.00   21.33    0.03    0.00    0.40    0.00    0.00    0.00   21.40
06:55:18 AM  all   60.65    0.00   21.24    0.02    0.00    0.41    0.00    0.00    0.00   17.67
06:56:18 AM  all   53.95    0.00   18.69    0.03    0.00    0.49    0.00    0.00    0.00   26.85
06:57:18 AM  all   45.18    0.00   14.99    0.03    0.00    0.70    0.00    0.00    0.00   39.10
06:58:18 AM  all   47.94    0.00   13.46    0.03    0.00    0.64    0.00    0.00    0.00   37.94
06:59:18 AM  all   59.44    0.00   19.90    0.03    0.00    0.45    0.00    0.00    0.00   20.18
07:00:18 AM  all   56.34    0.00   22.87    0.03    0.00    0.40    0.00    0.00    0.00   20.36
07:01:18 AM  all   55.70    0.00   18.01    0.03    0.00    0.55    0.00    0.00    0.00   25.71
07:02:18 AM  all   42.11    0.00   13.95    0.03    0.00    0.65    0.00    0.00    0.00   43.25
07:03:18 AM  all   45.69    0.00   14.03    0.03    0.00    0.71    0.00    0.00    0.00   39.54
Average:     all   49.08    0.00   17.15    0.03    0.00    0.54    0.00    0.00    0.00   33.20
