Linux 5.4.0-164-generic (node-5.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/29/2024 	_x86_64_	(40 CPU)

01:31:12 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:32:12 AM  all   17.07    0.00   11.74    0.06    0.00    0.43    0.00    0.00    0.00   70.69
01:33:12 AM  all   53.96    0.00   14.65    0.08    0.00    0.54    0.00    0.00    0.00   30.77
01:34:12 AM  all   56.23    0.00   19.75    0.05    0.00    0.49    0.00    0.00    0.00   23.48
01:35:12 AM  all   61.33    0.00   19.06    0.04    0.00    0.51    0.00    0.00    0.00   19.06
01:36:12 AM  all   55.18    0.00   17.08    0.04    0.00    0.56    0.00    0.00    0.00   27.15
01:37:12 AM  all   48.23    0.00   14.48    0.05    0.00    0.74    0.00    0.00    0.00   36.50
01:38:12 AM  all   49.42    0.00   12.42    0.02    0.00    0.69    0.00    0.00    0.00   37.45
01:39:12 AM  all   59.35    0.00   20.20    0.04    0.00    0.52    0.00    0.00    0.00   19.90
01:40:12 AM  all   56.75    0.00   22.51    0.04    0.00    0.47    0.00    0.00    0.00   20.23
01:41:12 AM  all   56.73    0.00   17.58    0.03    0.00    0.61    0.00    0.00    0.00   25.05
01:42:12 AM  all   45.37    0.00   12.87    0.05    0.00    0.65    0.00    0.00    0.00   41.06
01:43:12 AM  all   49.86    0.00   13.21    0.03    0.00    0.66    0.00    0.00    0.00   36.24
Average:     all   50.79    0.00   16.30    0.04    0.00    0.57    0.00    0.00    0.00   32.29
