Linux 5.4.0-164-generic (node-2.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/28/2024 	_x86_64_	(40 CPU)

07:34:59 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:35:59 PM  all   14.32    0.00   11.48    0.03    0.00    0.56    0.00    0.00    0.00   73.60
07:36:59 PM  all   34.12    0.00   13.09    0.07    0.00    0.44    0.00    0.00    0.00   52.29
07:37:59 PM  all   34.41    0.00   12.37    0.03    0.00    0.47    0.00    0.00    0.00   52.71
07:38:59 PM  all   33.69    0.00   12.70    0.04    0.00    0.50    0.00    0.00    0.00   53.08
07:39:59 PM  all   34.43    0.00   13.36    0.03    0.00    0.56    0.00    0.00    0.00   51.63
07:40:59 PM  all   27.90    0.00   12.98    0.03    0.00    0.61    0.00    0.00    0.00   58.48
07:41:59 PM  all   31.33    0.00   12.10    0.03    0.00    0.49    0.00    0.00    0.00   56.05
07:42:59 PM  all   31.99    0.00   12.06    0.03    0.00    0.53    0.00    0.00    0.00   55.39
07:43:59 PM  all   30.72    0.00   12.40    0.03    0.00    0.59    0.00    0.00    0.00   56.26
07:44:59 PM  all   34.40    0.00   12.02    0.04    0.00    0.51    0.00    0.00    0.00   53.03
07:45:59 PM  all   28.25    0.00   12.15    0.03    0.00    0.61    0.00    0.00    0.00   58.96
07:46:59 PM  all   26.72    0.00   11.81    0.03    0.00    0.61    0.00    0.00    0.00   60.84
Average:     all   30.18    0.00   12.37    0.03    0.00    0.54    0.00    0.00    0.00   56.87
