Linux 5.4.0-164-generic (node-1.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/30/2024 	_x86_64_	(40 CPU)

07:40:29 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:41:29 AM  all   14.51    0.00   12.39    0.04    0.00    0.49    0.00    0.00    0.00   72.58
07:42:29 AM  all   48.51    0.00   14.53    0.07    0.00    0.51    0.00    0.00    0.00   36.38
07:43:29 AM  all   56.91    0.00   20.26    0.04    0.00    0.51    0.00    0.00    0.00   22.29
07:44:29 AM  all   57.07    0.00   20.67    0.03    0.00    0.49    0.00    0.00    0.00   21.73
07:45:29 AM  all   55.68    0.00   18.04    0.02    0.00    0.61    0.00    0.00    0.00   25.65
07:46:29 AM  all   44.00    0.00   14.94    0.04    0.00    0.67    0.00    0.00    0.00   40.35
07:47:29 AM  all   49.38    0.00   13.55    0.03    0.00    0.64    0.00    0.00    0.00   36.40
07:48:29 AM  all   57.58    0.00   20.50    0.03    0.00    0.42    0.00    0.00    0.00   21.46
07:49:29 AM  all   55.45    0.00   23.58    0.02    0.00    0.43    0.00    0.00    0.00   20.51
07:50:29 AM  all   55.61    0.00   18.74    0.03    0.00    0.57    0.00    0.00    0.00   25.05
07:51:29 AM  all   43.74    0.00   14.31    0.03    0.00    0.67    0.00    0.00    0.00   41.25
07:52:29 AM  all   46.20    0.00   13.89    0.03    0.00    0.67    0.00    0.00    0.00   39.21
Average:     all   48.72    0.00   17.12    0.03    0.00    0.56    0.00    0.00    0.00   33.57
