Linux 5.4.0-164-generic (node-2.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/30/2024 	_x86_64_	(40 CPU)

10:21:23 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:22:23 AM  all   15.52    0.00   13.07    0.05    0.00    0.48    0.00    0.00    0.00   70.88
10:23:23 AM  all   50.80    0.00   14.80    0.07    0.00    0.61    0.00    0.00    0.00   33.73
10:24:23 AM  all   57.58    0.00   20.40    0.04    0.00    0.53    0.00    0.00    0.00   21.46
10:25:23 AM  all   59.60    0.00   20.67    0.04    0.00    0.45    0.00    0.00    0.00   19.24
10:26:23 AM  all   57.21    0.00   18.37    0.03    0.00    0.58    0.00    0.00    0.00   23.81
10:27:23 AM  all   44.99    0.00   15.10    0.05    0.00    0.71    0.00    0.00    0.00   39.15
10:28:23 AM  all   51.02    0.00   13.96    0.02    0.00    0.67    0.00    0.00    0.00   34.33
10:29:23 AM  all   56.02    0.00   20.38    0.04    0.00    0.50    0.00    0.00    0.00   23.07
10:30:23 AM  all   56.12    0.00   23.17    0.03    0.00    0.46    0.00    0.00    0.00   20.22
10:31:23 AM  all   55.97    0.00   19.02    0.04    0.00    0.58    0.00    0.00    0.00   24.39
10:32:23 AM  all   45.91    0.00   14.08    0.04    0.00    0.64    0.00    0.00    0.00   39.33
10:33:23 AM  all   48.25    0.00   14.36    0.03    0.00    0.67    0.00    0.00    0.00   36.68
Average:     all   49.91    0.00   17.29    0.04    0.00    0.57    0.00    0.00    0.00   32.19
