Linux 5.4.0-164-generic (node-3.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/30/2024 	_x86_64_	(40 CPU)

04:11:37 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
04:12:37 AM  all   13.29    0.00   11.51    0.04    0.00    0.60    0.00    0.00    0.00   74.56
04:13:37 AM  all   32.34    0.00   13.15    0.06    0.00    0.48    0.00    0.00    0.00   53.97
04:14:37 AM  all   33.23    0.00   12.38    0.03    0.00    0.47    0.00    0.00    0.00   53.88
04:15:37 AM  all   32.78    0.00   12.44    0.03    0.00    0.48    0.00    0.00    0.00   54.27
04:16:37 AM  all   33.39    0.00   13.07    0.03    0.00    0.54    0.00    0.00    0.00   52.97
04:17:37 AM  all   26.82    0.00   12.49    0.03    0.00    0.58    0.00    0.00    0.00   60.08
04:18:37 AM  all   30.23    0.00   11.79    0.02    0.00    0.49    0.00    0.00    0.00   57.48
04:19:37 AM  all   31.12    0.00   11.73    0.03    0.00    0.51    0.00    0.00    0.00   56.61
04:20:37 AM  all   30.87    0.00   12.48    0.03    0.00    0.52    0.00    0.00    0.00   56.10
04:21:37 AM  all   33.32    0.00   11.63    0.03    0.00    0.52    0.00    0.00    0.00   54.50
04:22:37 AM  all   27.17    0.00   11.80    0.03    0.00    0.58    0.00    0.00    0.00   60.42
04:23:37 AM  all   25.64    0.00   11.43    0.03    0.00    0.63    0.00    0.00    0.00   62.28
Average:     all   29.18    0.00   12.16    0.03    0.00    0.53    0.00    0.00    0.00   58.10
