Linux 5.4.0-164-generic (node-0.llcperf-onenode.rperf-pg0.wisc.cloudlab.us) 	12/13/2023 	_x86_64_	(40 CPU)

10:53:34 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:54:04 PM  all   17.90    0.00    8.02    0.01    0.00    2.08    0.00    0.00    0.00   72.00
10:54:34 PM  all   17.75    0.00    8.05    0.01    0.00    2.11    0.00    0.00    0.00   72.09
10:55:04 PM  all   17.78    0.00    8.01    0.01    0.00    2.10    0.00    0.00    0.00   72.11
10:55:34 PM  all   17.72    0.00    7.83    0.00    0.00    2.09    0.00    0.00    0.00   72.35
10:56:04 PM  all   17.82    0.00    8.01    0.00    0.00    2.11    0.00    0.00    0.00   72.06
10:56:34 PM  all   17.48    0.00    8.03    0.01    0.00    2.14    0.00    0.00    0.00   72.34
10:57:04 PM  all   17.75    0.00    7.95    0.01    0.00    2.13    0.00    0.00    0.00   72.17
10:57:34 PM  all   17.75    0.00    7.87    0.00    0.00    2.07    0.00    0.00    0.00   72.31
10:58:04 PM  all   17.44    0.00    7.91    0.01    0.00    2.07    0.00    0.00    0.00   72.57
10:58:34 PM  all   17.38    0.00    7.86    0.01    0.00    2.09    0.00    0.00    0.00   72.66
10:59:04 PM  all   17.32    0.00    7.95    0.01    0.00    2.11    0.00    0.00    0.00   72.62
10:59:34 PM  all   17.40    0.00    7.86    0.01    0.00    2.12    0.00    0.00    0.00   72.62
11:00:04 PM  all   17.33    0.00    7.92    0.01    0.00    2.08    0.00    0.00    0.00   72.66
11:00:34 PM  all   17.77    0.00    7.93    0.01    0.00    2.00    0.00    0.00    0.00   72.29
11:01:04 PM  all   17.66    0.00    7.89    0.01    0.00    2.10    0.00    0.00    0.00   72.34
11:01:34 PM  all   17.30    0.00    7.88    0.01    0.00    2.11    0.00    0.00    0.00   72.71
11:02:04 PM  all   17.32    0.00    7.91    0.00    0.00    2.06    0.00    0.00    0.00   72.71
11:02:34 PM  all   17.14    0.00    7.91    0.01    0.00    2.06    0.00    0.00    0.00   72.87
11:03:04 PM  all   17.40    0.00    7.87    0.01    0.00    2.06    0.00    0.00    0.00   72.67
11:03:34 PM  all   17.22    0.00    7.89    0.01    0.00    2.05    0.00    0.00    0.00   72.84
11:04:04 PM  all   17.14    0.00    7.93    0.00    0.00    2.10    0.00    0.00    0.00   72.83
11:04:34 PM  all   17.17    0.00    7.85    0.00    0.00    2.09    0.00    0.00    0.00   72.88
11:05:04 PM  all   17.15    0.00    7.85    0.01    0.00    2.11    0.00    0.00    0.00   72.88
11:05:34 PM  all   17.24    0.00    7.90    0.00    0.00    2.09    0.00    0.00    0.00   72.77
Average:     all   17.47    0.00    7.92    0.01    0.00    2.09    0.00    0.00    0.00   72.51
