Linux 5.4.0-164-generic (node-0.llcperf.rperf-pg0.wisc.cloudlab.us) 	11/28/2023 	_x86_64_	(40 CPU)

12:44:46 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:45:16 PM  all   24.21    0.00   10.15    0.01    0.00    2.19    0.00    0.00    0.00   63.45
12:45:46 PM  all   23.64    0.00   10.70    0.01    0.00    2.16    0.00    0.00    0.00   63.49
12:46:16 PM  all   23.77    0.00    9.96    0.01    0.00    2.19    0.00    0.00    0.00   64.08
12:46:46 PM  all   23.18    0.00   10.60    0.01    0.00    2.17    0.00    0.00    0.00   64.05
12:47:16 PM  all   23.66    0.00   10.00    0.01    0.00    2.15    0.00    0.00    0.00   64.18
12:47:46 PM  all   23.51    0.00   10.26    0.01    0.00    2.19    0.00    0.00    0.00   64.03
12:48:16 PM  all   23.29    0.00    9.84    0.01    0.00    2.21    0.00    0.00    0.00   64.65
12:48:46 PM  all   23.14    0.00   10.49    0.01    0.00    2.20    0.00    0.00    0.00   64.17
12:49:16 PM  all   23.16    0.00    9.56    0.01    0.00    2.25    0.00    0.00    0.00   65.02
12:49:46 PM  all   23.07    0.00   10.40    0.01    0.00    2.18    0.00    0.00    0.00   64.35
12:50:16 PM  all   22.90    0.00    9.74    0.01    0.00    2.26    0.00    0.00    0.00   65.10
12:50:46 PM  all   22.95    0.00   10.03    0.01    0.00    2.19    0.00    0.00    0.00   64.82
12:51:16 PM  all   22.96    0.00    9.94    0.01    0.00    2.20    0.00    0.00    0.00   64.89
12:51:46 PM  all   22.68    0.00   10.32    0.01    0.00    2.23    0.00    0.00    0.00   64.76
12:52:16 PM  all   22.63    0.00   10.00    0.01    0.00    2.23    0.00    0.00    0.00   65.13
12:52:46 PM  all   22.48    0.00    9.81    0.01    0.00    2.20    0.00    0.00    0.00   65.51
12:53:16 PM  all   22.63    0.00   10.10    0.01    0.00    2.20    0.00    0.00    0.00   65.06
12:53:46 PM  all   22.44    0.00    9.80    0.01    0.00    2.27    0.00    0.00    0.00   65.49
12:54:16 PM  all   22.43    0.00   10.28    0.01    0.00    2.25    0.00    0.00    0.00   65.04
12:54:46 PM  all   22.54    0.00    9.67    0.01    0.00    2.23    0.00    0.00    0.00   65.56
12:55:16 PM  all   22.34    0.00   10.22    0.01    0.00    2.23    0.00    0.00    0.00   65.21
12:55:46 PM  all   22.50    0.00    9.57    0.01    0.00    2.20    0.00    0.00    0.00   65.71
12:56:16 PM  all   22.29    0.00   10.05    0.01    0.00    2.18    0.00    0.00    0.00   65.47
12:56:46 PM  all   22.50    0.00    9.65    0.01    0.00    2.19    0.00    0.00    0.00   65.65
Average:     all   22.95    0.00   10.05    0.01    0.00    2.21    0.00    0.00    0.00   64.79
