Linux 5.4.0-164-generic (node-4.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/28/2024 	_x86_64_	(40 CPU)

05:55:59 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
05:56:59 PM  all   18.60    0.00   11.01    0.03    0.00    0.53    0.00    0.00    0.00   69.82
05:57:59 PM  all   19.26    0.00   10.94    0.02    0.00    0.52    0.00    0.00    0.00   69.26
05:58:59 PM  all   18.14    0.00   10.86    0.02    0.00    0.52    0.00    0.00    0.00   70.46
05:59:59 PM  all   17.88    0.00   12.34    0.01    0.00    0.51    0.00    0.00    0.00   69.25
06:00:59 PM  all   17.55    0.00   12.46    0.02    0.00    0.53    0.00    0.00    0.00   69.45
06:01:59 PM  all   18.49    0.00   12.69    0.02    0.00    0.55    0.00    0.00    0.00   68.26
06:02:59 PM  all   17.96    0.00   12.44    0.02    0.00    0.53    0.00    0.00    0.00   69.05
06:03:59 PM  all   18.06    0.00   12.60    0.02    0.00    0.48    0.00    0.00    0.00   68.85
06:04:59 PM  all   18.01    0.00   12.77    0.02    0.00    0.48    0.00    0.00    0.00   68.72
06:05:59 PM  all   17.73    0.00   12.55    0.01    0.00    0.47    0.00    0.00    0.00   69.24
06:06:59 PM  all   17.69    0.00   12.63    0.01    0.00    0.49    0.00    0.00    0.00   69.17
06:07:59 PM  all   18.67    0.00   12.75    0.02    0.00    0.49    0.00    0.00    0.00   68.07
Average:     all   18.17    0.00   12.17    0.02    0.00    0.51    0.00    0.00    0.00   69.13
