Linux 5.4.0-164-generic (node-0.llcperf-onenode.rperf-pg0.wisc.cloudlab.us) 	11/22/2023 	_x86_64_	(40 CPU)

05:08:03 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
05:09:03 PM  all    3.70    0.00   95.13    0.00    0.00    0.10    0.00    0.00    0.00    1.07
05:10:03 PM  all    5.49    0.00   86.13    0.01    0.00    0.17    0.00    0.00    0.00    8.21
05:11:03 PM  all    7.00    0.00   87.85    0.01    0.00    0.36    0.00    0.00    0.00    4.78
05:12:03 PM  all    7.67    0.00   87.72    0.01    0.00    0.45    0.00    0.00    0.00    4.15
05:13:03 PM  all    5.41    0.00   85.84    0.01    0.00    0.14    0.00    0.00    0.00    8.60
05:14:03 PM  all    5.12    0.00   92.35    0.01    0.00    0.15    0.00    0.00    0.00    2.37
05:15:03 PM  all    9.21    0.00   87.08    0.03    0.00    0.24    0.00    0.00    0.00    3.44
05:16:03 PM  all    5.97    0.00   91.82    0.01    0.00    0.21    0.00    0.00    0.00    1.99
05:17:03 PM  all    9.01    0.00   83.69    0.02    0.00    0.45    0.00    0.00    0.00    6.84
05:18:03 PM  all   10.41    0.00   62.93    0.03    0.00    0.41    0.00    0.00    0.00   26.21
05:19:03 PM  all    7.02    0.00   86.36    0.02    0.00    0.21    0.00    0.00    0.00    6.39
05:20:03 PM  all    4.02    0.00   94.58    0.00    0.00    0.08    0.00    0.00    0.00    1.31
05:21:03 PM  all    3.28    0.00   96.11    0.00    0.00    0.09    0.00    0.00    0.00    0.52
05:22:03 PM  all    4.52    0.00   91.44    0.01    0.00    0.14    0.00    0.00    0.00    3.89
05:23:03 PM  all    5.75    0.00   91.93    0.01    0.00    0.23    0.00    0.00    0.00    2.08
05:24:03 PM  all    8.25    0.00   90.44    0.01    0.00    0.34    0.00    0.00    0.00    0.97
05:25:03 PM  all    7.98    0.00   88.52    0.02    0.00    0.28    0.00    0.00    0.00    3.19
05:26:03 PM  all    5.79    0.00   90.31    0.01    0.00    0.21    0.00    0.00    0.00    3.67
05:27:03 PM  all    5.64    0.00   91.14    0.01    0.00    0.19    0.00    0.00    0.00    3.02
05:28:03 PM  all    5.11    0.00   91.35    0.01    0.00    0.14    0.00    0.00    0.00    3.39
05:29:03 PM  all    4.05    0.00   93.79    0.00    0.00    0.12    0.00    0.00    0.00    2.03
05:30:03 PM  all    9.42    0.00   65.51    0.01    0.00    0.35    0.00    0.00    0.00   24.71
05:31:03 PM  all    2.67    0.00   97.22    0.00    0.00    0.05    0.00    0.00    0.00    0.05
05:32:03 PM  all    3.59    0.00   93.37    0.00    0.00    0.08    0.00    0.00    0.00    2.95
Average:     all    6.08    0.00   88.48    0.01    0.00    0.22    0.00    0.00    0.00    5.21
