Linux 5.4.0-164-generic (node-0.llcperf-onenode.rperf-pg0.wisc.cloudlab.us) 	12/11/2023 	_x86_64_	(40 CPU)

09:23:15 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:23:45 AM  all    7.55    0.00   91.59    0.00    0.00    0.28    0.00    0.00    0.00    0.57
09:24:15 AM  all    9.67    0.00   87.20    0.01    0.00    0.49    0.00    0.00    0.00    2.63
09:24:45 AM  all    8.92    0.00   90.29    0.01    0.00    0.32    0.00    0.00    0.00    0.47
09:25:15 AM  all    6.75    0.00   92.53    0.00    0.00    0.16    0.00    0.00    0.00    0.56
09:25:45 AM  all    6.34    0.00   93.13    0.00    0.00    0.13    0.00    0.00    0.00    0.39
09:26:15 AM  all    8.84    0.00   85.35    0.01    0.00    0.19    0.00    0.00    0.00    5.60
09:26:45 AM  all    5.63    0.00   93.94    0.00    0.00    0.13    0.00    0.00    0.00    0.31
09:27:15 AM  all    7.60    0.00   88.95    0.02    0.00    0.29    0.00    0.00    0.00    3.14
09:27:45 AM  all    4.72    0.00   94.97    0.00    0.00    0.15    0.00    0.00    0.00    0.16
09:28:15 AM  all    9.96    0.00   70.87    0.02    0.00    0.49    0.00    0.00    0.00   18.65
09:28:45 AM  all    3.62    0.00   93.70    0.00    0.00    0.07    0.00    0.00    0.00    2.62
09:29:15 AM  all    6.06    0.00   87.18    0.01    0.00    0.15    0.00    0.00    0.00    6.60
09:29:45 AM  all    3.32    0.00   96.44    0.00    0.00    0.07    0.00    0.00    0.00    0.17
09:30:15 AM  all    3.80    0.00   95.91    0.00    0.00    0.07    0.00    0.00    0.00    0.22
09:30:45 AM  all    3.70    0.00   96.02    0.00    0.00    0.11    0.00    0.00    0.00    0.17
09:31:15 AM  all    3.35    0.00   96.44    0.00    0.00    0.11    0.00    0.00    0.00    0.11
09:31:45 AM  all    5.35    0.00   91.80    0.01    0.00    0.15    0.00    0.00    0.00    2.70
09:32:15 AM  all    5.44    0.00   92.87    0.01    0.00    0.20    0.00    0.00    0.00    1.48
09:32:45 AM  all    4.49    0.00   95.10    0.00    0.00    0.18    0.00    0.00    0.00    0.23
09:33:15 AM  all    5.68    0.00   93.95    0.00    0.00    0.18    0.00    0.00    0.00    0.18
09:33:45 AM  all    6.36    0.00   93.26    0.00    0.00    0.19    0.00    0.00    0.00    0.19
09:34:15 AM  all    6.56    0.00   93.08    0.00    0.00    0.17    0.00    0.00    0.00    0.19
09:34:45 AM  all    6.28    0.00   93.43    0.00    0.00    0.10    0.00    0.00    0.00    0.19
09:35:15 AM  all    6.63    0.00   92.79    0.00    0.00    0.15    0.00    0.00    0.00    0.43
Average:     all    6.11    0.00   91.71    0.00    0.00    0.19    0.00    0.00    0.00    1.99
