Linux 5.4.0-164-generic (node-1.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/30/2024 	_x86_64_	(40 CPU)

04:01:35 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
04:02:35 AM  all   17.45    0.00   14.28    0.04    0.00    0.30    0.00    0.00    0.00   67.94
04:03:35 AM  all   35.86    0.00   14.85    0.05    0.00    0.41    0.00    0.00    0.00   48.84
04:04:35 AM  all   36.29    0.00   14.41    0.04    0.00    0.43    0.00    0.00    0.00   48.82
04:05:35 AM  all   34.96    0.00   14.38    0.04    0.00    0.47    0.00    0.00    0.00   50.16
04:06:35 AM  all   36.10    0.00   14.89    0.03    0.00    0.48    0.00    0.00    0.00   48.50
04:07:35 AM  all   28.88    0.00   14.33    0.03    0.00    0.52    0.00    0.00    0.00   56.24
04:08:35 AM  all   32.66    0.00   13.63    0.02    0.00    0.47    0.00    0.00    0.00   53.21
04:09:35 AM  all   33.29    0.00   13.41    0.03    0.00    0.47    0.00    0.00    0.00   52.80
04:10:35 AM  all   32.68    0.00   14.10    0.03    0.00    0.49    0.00    0.00    0.00   52.70
04:11:35 AM  all   35.04    0.00   13.31    0.04    0.00    0.48    0.00    0.00    0.00   51.14
04:12:35 AM  all   29.44    0.00   13.67    0.03    0.00    0.55    0.00    0.00    0.00   56.32
04:13:35 AM  all   28.08    0.00   13.28    0.03    0.00    0.53    0.00    0.00    0.00   58.08
Average:     all   31.72    0.00   14.04    0.03    0.00    0.47    0.00    0.00    0.00   53.74
