Linux 5.4.0-164-generic (node-0.llcperf.rperf-pg0.wisc.cloudlab.us) 	11/27/2023 	_x86_64_	(40 CPU)

04:51:22 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
04:51:52 PM  all   17.06    0.00   61.62    0.01    0.00    1.28    0.00    0.00    0.00   20.03
04:52:22 PM  all    7.72    0.00   85.67    0.01    0.00    0.51    0.00    0.00    0.00    6.09
04:52:52 PM  all   17.47    0.00   61.65    0.01    0.00    1.33    0.00    0.00    0.00   19.54
04:53:22 PM  all    7.94    0.00   84.89    0.00    0.00    0.54    0.00    0.00    0.00    6.63
04:53:52 PM  all   21.67    0.00   46.85    0.01    0.00    1.72    0.00    0.00    0.00   29.75
04:54:22 PM  all    7.55    0.00   85.52    0.01    0.00    0.52    0.00    0.00    0.00    6.41
04:54:52 PM  all   18.64    0.00   58.21    0.01    0.00    1.43    0.00    0.00    0.00   21.71
04:55:22 PM  all    7.38    0.00   86.03    0.00    0.00    0.50    0.00    0.00    0.00    6.08
04:55:52 PM  all   19.50    0.00   55.03    0.01    0.00    1.53    0.00    0.00    0.00   23.93
04:56:22 PM  all    7.91    0.00   85.01    0.00    0.00    0.54    0.00    0.00    0.00    6.54
04:56:52 PM  all   18.71    0.00   58.27    0.01    0.00    1.48    0.00    0.00    0.00   21.53
04:57:22 PM  all    8.19    0.00   84.67    0.00    0.00    0.59    0.00    0.00    0.00    6.55
04:57:52 PM  all   22.00    0.00   46.07    0.01    0.00    1.76    0.00    0.00    0.00   30.15
04:58:22 PM  all    8.50    0.00   83.13    0.01    0.00    0.58    0.00    0.00    0.00    7.79
04:58:52 PM  all   20.16    0.00   51.50    0.01    0.00    1.56    0.00    0.00    0.00   26.77
04:59:22 PM  all    8.83    0.00   81.83    0.01    0.00    0.62    0.00    0.00    0.00    8.71
04:59:52 PM  all   19.82    0.00   52.75    0.01    0.00    1.60    0.00    0.00    0.00   25.83
05:00:22 PM  all   10.95    0.00   74.70    0.01    0.00    0.85    0.00    0.00    0.00   13.50
05:00:52 PM  all   19.45    0.00   52.58    0.01    0.00    1.55    0.00    0.00    0.00   26.41
05:01:22 PM  all   18.02    0.00   51.28    0.01    0.00    1.55    0.00    0.00    0.00   29.13
05:01:52 PM  all   17.03    0.00   60.52    0.01    0.00    1.34    0.00    0.00    0.00   21.09
05:02:22 PM  all   20.30    0.00   43.88    0.01    0.00    1.73    0.00    0.00    0.00   34.07
05:02:52 PM  all   14.31    0.00   67.71    0.01    0.00    1.09    0.00    0.00    0.00   16.88
05:03:22 PM  all   12.80    0.00   71.91    0.01    0.00    0.98    0.00    0.00    0.00   14.30
Average:     all   14.62    0.00   66.43    0.01    0.00    1.13    0.00    0.00    0.00   17.81
