Linux 5.4.0-164-generic (node-2.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/28/2024 	_x86_64_	(40 CPU)

06:20:46 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
06:21:46 PM  all   10.62    0.00    9.31    0.02    0.00    0.85    0.00    0.00    0.00   79.20
06:22:46 PM  all   11.61    0.00    9.53    0.02    0.00    0.88    0.00    0.00    0.00   77.96
06:23:46 PM  all   10.61    0.00    9.30    0.02    0.00    0.91    0.00    0.00    0.00   79.17
06:24:46 PM  all   10.35    0.00    9.21    0.01    0.00    0.93    0.00    0.00    0.00   79.49
06:25:46 PM  all   10.31    0.00    9.02    0.02    0.00    0.93    0.00    0.00    0.00   79.72
06:26:46 PM  all   11.07    0.00    9.45    0.02    0.00    0.91    0.00    0.00    0.00   78.55
06:27:46 PM  all   10.43    0.00    9.18    0.02    0.00    0.85    0.00    0.00    0.00   79.53
06:28:46 PM  all   10.55    0.00    9.42    0.02    0.00    0.90    0.00    0.00    0.00   79.12
06:29:46 PM  all   10.51    0.00    9.37    0.02    0.00    0.89    0.00    0.00    0.00   79.21
06:30:46 PM  all   10.35    0.00    9.32    0.02    0.00    0.88    0.00    0.00    0.00   79.42
06:31:46 PM  all   10.33    0.00    9.35    0.01    0.00    0.87    0.00    0.00    0.00   79.43
06:32:46 PM  all   11.31    0.00    9.50    0.02    0.00    0.91    0.00    0.00    0.00   78.27
Average:     all   10.67    0.00    9.33    0.02    0.00    0.89    0.00    0.00    0.00   79.09
