Linux 5.4.0-164-generic (node-5.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/28/2024 	_x86_64_	(40 CPU)

07:27:10 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:28:10 PM  all    8.96    0.00    9.14    0.02    0.00    0.90    0.00    0.00    0.00   80.98
07:29:10 PM  all    9.76    0.00    9.33    0.02    0.00    0.86    0.00    0.00    0.00   80.03
07:30:10 PM  all    8.86    0.00    9.04    0.02    0.00    0.89    0.00    0.00    0.00   81.19
07:31:10 PM  all    8.58    0.00    9.00    0.02    0.00    0.90    0.00    0.00    0.00   81.50
07:32:10 PM  all    8.33    0.00    8.82    0.01    0.00    0.86    0.00    0.00    0.00   81.98
07:33:10 PM  all    9.44    0.00    9.22    0.02    0.00    0.91    0.00    0.00    0.00   80.42
07:34:10 PM  all    8.66    0.00    9.03    0.01    0.00    0.86    0.00    0.00    0.00   81.43
07:35:10 PM  all    9.03    0.00    9.12    0.02    0.00    0.87    0.00    0.00    0.00   80.97
07:36:10 PM  all    8.56    0.00    9.09    0.02    0.00    0.87    0.00    0.00    0.00   81.47
07:37:10 PM  all    8.38    0.00    8.94    0.01    0.00    0.86    0.00    0.00    0.00   81.81
07:38:10 PM  all    8.41    0.00    8.86    0.01    0.00    0.89    0.00    0.00    0.00   81.82
07:39:10 PM  all    9.34    0.00    9.23    0.02    0.00    0.90    0.00    0.00    0.00   80.50
Average:     all    8.86    0.00    9.07    0.02    0.00    0.88    0.00    0.00    0.00   81.17
