Linux 5.4.0-164-generic (node-5.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/28/2024 	_x86_64_	(40 CPU)

10:47:41 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:48:41 PM  all   15.61    0.00   12.69    0.04    0.00    0.52    0.00    0.00    0.00   71.14
10:49:41 PM  all   49.42    0.00   14.60    0.08    0.00    0.52    0.00    0.00    0.00   35.38
10:50:41 PM  all   57.06    0.00   20.70    0.03    0.00    0.44    0.00    0.00    0.00   21.77
10:51:41 PM  all   59.54    0.00   21.21    0.03    0.00    0.48    0.00    0.00    0.00   18.75
10:52:41 PM  all   54.81    0.00   19.18    0.03    0.00    0.53    0.00    0.00    0.00   25.45
10:53:41 PM  all   46.84    0.00   16.09    0.04    0.00    0.62    0.00    0.00    0.00   36.42
10:54:41 PM  all   49.53    0.00   14.11    0.03    0.00    0.58    0.00    0.00    0.00   35.74
10:55:41 PM  all   58.56    0.00   21.06    0.03    0.00    0.43    0.00    0.00    0.00   19.92
10:56:41 PM  all   57.24    0.00   23.65    0.02    0.00    0.44    0.00    0.00    0.00   18.66
10:57:41 PM  all   54.54    0.00   18.92    0.03    0.00    0.46    0.00    0.00    0.00   26.04
10:58:41 PM  all   46.00    0.00   15.26    0.03    0.00    0.65    0.00    0.00    0.00   38.06
10:59:41 PM  all   45.55    0.00   14.35    0.04    0.00    0.60    0.00    0.00    0.00   39.47
Average:     all   49.56    0.00   17.66    0.04    0.00    0.52    0.00    0.00    0.00   32.23
