Linux 5.4.0-164-generic (node-1.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/28/2024 	_x86_64_	(40 CPU)

05:46:01 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
05:47:01 PM  all    8.88    0.00    9.34    0.02    0.00    0.87    0.00    0.00    0.00   80.89
05:48:01 PM  all   10.03    0.00    9.60    0.02    0.00    0.92    0.00    0.00    0.00   79.42
05:49:01 PM  all    9.57    0.00    9.51    0.02    0.00    0.90    0.00    0.00    0.00   80.01
05:50:01 PM  all    8.82    0.00    9.19    0.02    0.00    0.88    0.00    0.00    0.00   81.08
05:51:01 PM  all    8.40    0.00    9.09    0.01    0.00    0.88    0.00    0.00    0.00   81.62
05:52:01 PM  all   10.15    0.00    9.45    0.02    0.00    0.94    0.00    0.00    0.00   79.44
05:53:01 PM  all    8.93    0.00    9.24    0.02    0.00    0.88    0.00    0.00    0.00   80.93
05:54:01 PM  all    9.59    0.00    9.48    0.02    0.00    0.88    0.00    0.00    0.00   80.03
05:55:01 PM  all    8.99    0.00    9.23    0.02    0.00    0.89    0.00    0.00    0.00   80.87
05:56:01 PM  all    8.29    0.00    9.11    0.01    0.00    0.86    0.00    0.00    0.00   81.73
05:57:01 PM  all    8.48    0.00    9.16    0.02    0.00    0.87    0.00    0.00    0.00   81.48
05:58:01 PM  all   10.08    0.00    9.54    0.02    0.00    0.89    0.00    0.00    0.00   79.47
Average:     all    9.18    0.00    9.33    0.02    0.00    0.89    0.00    0.00    0.00   80.58
