Linux 5.4.0-164-generic (node-4.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/30/2024 	_x86_64_	(40 CPU)

11:07:49 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:08:49 AM  all   16.18    0.00   12.66    0.05    0.00    0.45    0.00    0.00    0.00   70.66
11:09:49 AM  all   53.29    0.00   15.25    0.09    0.00    0.54    0.00    0.00    0.00   30.83
11:10:49 AM  all   54.89    0.00   19.39    0.05    0.00    0.48    0.00    0.00    0.00   25.20
11:11:49 AM  all   61.90    0.00   19.83    0.03    0.00    0.48    0.00    0.00    0.00   17.76
11:12:49 AM  all   55.67    0.00   18.52    0.03    0.00    0.52    0.00    0.00    0.00   25.25
11:13:49 AM  all   49.10    0.00   15.59    0.04    0.00    0.66    0.00    0.00    0.00   34.62
11:14:49 AM  all   49.77    0.00   13.71    0.03    0.00    0.61    0.00    0.00    0.00   35.88
11:15:49 AM  all   57.83    0.00   19.94    0.03    0.00    0.50    0.00    0.00    0.00   21.71
11:16:49 AM  all   56.14    0.00   22.87    0.04    0.00    0.50    0.00    0.00    0.00   20.46
11:17:49 AM  all   55.58    0.00   18.56    0.03    0.00    0.54    0.00    0.00    0.00   25.29
11:18:49 AM  all   46.76    0.00   14.29    0.05    0.00    0.66    0.00    0.00    0.00   38.25
11:19:49 AM  all   46.30    0.00   13.80    0.03    0.00    0.63    0.00    0.00    0.00   39.23
Average:     all   50.28    0.00   17.04    0.04    0.00    0.55    0.00    0.00    0.00   32.10
