Linux 5.4.0-164-generic (node-3.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/30/2024 	_x86_64_	(40 CPU)

05:47:25 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
05:48:25 AM  all   13.15    0.00   10.18    0.02    0.00    0.60    0.00    0.00    0.00   76.05
05:49:25 AM  all   34.18    0.00   12.76    0.07    0.00    0.50    0.00    0.00    0.00   52.49
05:50:25 AM  all   35.59    0.00   12.07    0.04    0.00    0.53    0.00    0.00    0.00   51.78
05:51:25 AM  all   34.57    0.00   11.87    0.03    0.00    0.51    0.00    0.00    0.00   53.02
05:52:25 AM  all   35.75    0.00   12.74    0.02    0.00    0.57    0.00    0.00    0.00   50.93
05:53:25 AM  all   28.97    0.00   12.23    0.02    0.00    0.55    0.00    0.00    0.00   58.22
05:54:25 AM  all   33.25    0.00   11.89    0.02    0.00    0.50    0.00    0.00    0.00   54.34
05:55:25 AM  all   33.93    0.00   11.91    0.03    0.00    0.46    0.00    0.00    0.00   53.67
05:56:25 AM  all   33.50    0.00   12.62    0.03    0.00    0.53    0.00    0.00    0.00   53.32
05:57:25 AM  all   36.30    0.00   12.03    0.03    0.00    0.48    0.00    0.00    0.00   51.15
05:58:25 AM  all   30.24    0.00   11.85    0.03    0.00    0.55    0.00    0.00    0.00   57.33
05:59:25 AM  all   28.73    0.00   11.60    0.02    0.00    0.52    0.00    0.00    0.00   59.12
Average:     all   31.50    0.00   11.98    0.03    0.00    0.52    0.00    0.00    0.00   55.97
