Linux 5.4.0-164-generic (node-4.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/30/2024 	_x86_64_	(40 CPU)

11:23:19 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:24:19 AM  all   15.63    0.00   12.83    0.04    0.00    0.38    0.00    0.00    0.00   71.12
11:25:19 AM  all   51.38    0.00   15.08    0.08    0.00    0.59    0.00    0.00    0.00   32.87
11:26:19 AM  all   57.54    0.00   20.73    0.03    0.00    0.54    0.00    0.00    0.00   21.15
11:27:19 AM  all   59.80    0.00   20.37    0.03    0.00    0.50    0.00    0.00    0.00   19.30
11:28:19 AM  all   54.38    0.00   17.58    0.03    0.00    0.56    0.00    0.00    0.00   27.44
11:29:19 AM  all   47.47    0.00   15.63    0.04    0.00    0.74    0.00    0.00    0.00   36.12
11:30:19 AM  all   49.88    0.00   13.78    0.03    0.00    0.59    0.00    0.00    0.00   35.72
11:31:19 AM  all   57.43    0.00   20.39    0.03    0.00    0.47    0.00    0.00    0.00   21.68
11:32:19 AM  all   55.77    0.00   22.47    0.03    0.00    0.46    0.00    0.00    0.00   21.27
11:33:19 AM  all   53.07    0.00   17.78    0.03    0.00    0.47    0.00    0.00    0.00   28.65
11:34:19 AM  all   48.09    0.00   14.71    0.04    0.00    0.65    0.00    0.00    0.00   36.50
11:35:19 AM  all   46.04    0.00   14.03    0.04    0.00    0.58    0.00    0.00    0.00   39.31
Average:     all   49.71    0.00   17.12    0.04    0.00    0.54    0.00    0.00    0.00   32.58
