Linux 5.4.0-164-generic (node-2.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/30/2024 	_x86_64_	(40 CPU)

06:04:33 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
06:05:33 AM  all   14.45    0.00   13.23    0.04    0.00    0.45    0.00    0.00    0.00   71.84
06:06:33 AM  all   51.14    0.00   14.92    0.06    0.00    0.56    0.00    0.00    0.00   33.31
06:07:33 AM  all   56.39    0.00   20.87    0.04    0.00    0.43    0.00    0.00    0.00   22.28
06:08:33 AM  all   59.44    0.00   20.71    0.03    0.00    0.49    0.00    0.00    0.00   19.33
06:09:33 AM  all   53.31    0.00   18.13    0.04    0.00    0.58    0.00    0.00    0.00   27.94
06:10:33 AM  all   45.87    0.00   15.03    0.03    0.00    0.72    0.00    0.00    0.00   38.35
06:11:33 AM  all   48.40    0.00   13.21    0.03    0.00    0.59    0.00    0.00    0.00   37.78
06:12:33 AM  all   58.30    0.00   19.84    0.03    0.00    0.43    0.00    0.00    0.00   21.40
06:13:33 AM  all   57.14    0.00   22.43    0.03    0.00    0.46    0.00    0.00    0.00   19.94
06:14:33 AM  all   52.98    0.00   17.56    0.04    0.00    0.53    0.00    0.00    0.00   28.90
06:15:33 AM  all   45.73    0.00   14.57    0.03    0.00    0.63    0.00    0.00    0.00   39.04
06:16:33 AM  all   45.12    0.00   14.00    0.03    0.00    0.64    0.00    0.00    0.00   40.20
Average:     all   49.03    0.00   17.05    0.04    0.00    0.54    0.00    0.00    0.00   33.35
