Linux 5.4.0-164-generic (node-0.llcperf.rperf-pg0.wisc.cloudlab.us) 	11/28/2023 	_x86_64_	(40 CPU)

11:18:33 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:19:03 AM  all    6.40    0.00    2.52    0.00    0.00    0.50    0.00    0.00    0.00   90.57
11:19:33 AM  all    6.42    0.00    2.57    0.01    0.00    0.46    0.00    0.00    0.00   90.54
11:20:03 AM  all    6.48    0.00    2.54    0.01    0.00    0.49    0.00    0.00    0.00   90.47
11:20:33 AM  all    6.44    0.00    2.53    0.01    0.00    0.50    0.00    0.00    0.00   90.52
11:21:03 AM  all    6.81    0.00    2.50    0.01    0.00    0.48    0.00    0.00    0.00   90.20
11:21:33 AM  all    6.45    0.00    2.48    0.00    0.00    0.51    0.00    0.00    0.00   90.57
11:22:03 AM  all    6.35    0.00    2.52    0.01    0.00    0.50    0.00    0.00    0.00   90.62
11:22:33 AM  all    6.51    0.00    2.52    0.00    0.00    0.50    0.00    0.00    0.00   90.47
11:23:03 AM  all    6.49    0.00    2.56    0.01    0.00    0.49    0.00    0.00    0.00   90.45
11:23:33 AM  all    6.44    0.00    2.52    0.01    0.00    0.51    0.00    0.00    0.00   90.52
11:24:03 AM  all    6.32    0.00    2.48    0.00    0.00    0.52    0.00    0.00    0.00   90.68
11:24:33 AM  all    6.36    0.00    2.50    0.00    0.00    0.48    0.00    0.00    0.00   90.66
11:25:03 AM  all    6.33    0.00    2.57    0.01    0.00    0.50    0.00    0.00    0.00   90.59
11:25:33 AM  all    6.32    0.00    2.46    0.01    0.00    0.49    0.00    0.00    0.00   90.73
11:26:03 AM  all    6.36    0.00    2.55    0.01    0.00    0.48    0.00    0.00    0.00   90.60
11:26:33 AM  all    6.42    0.00    2.48    0.01    0.00    0.50    0.00    0.00    0.00   90.59
11:27:03 AM  all    6.27    0.00    2.43    0.01    0.00    0.48    0.00    0.00    0.00   90.81
11:27:33 AM  all    6.32    0.00    2.55    0.00    0.00    0.50    0.00    0.00    0.00   90.63
11:28:03 AM  all    6.34    0.00    2.51    0.01    0.00    0.47    0.00    0.00    0.00   90.67
11:28:33 AM  all    6.32    0.00    2.50    0.01    0.00    0.49    0.00    0.00    0.00   90.69
11:29:03 AM  all    6.20    0.00    2.48    0.01    0.00    0.47    0.00    0.00    0.00   90.84
11:29:33 AM  all    6.24    0.00    2.44    0.00    0.00    0.48    0.00    0.00    0.00   90.84
11:30:03 AM  all    6.29    0.00    2.48    0.00    0.00    0.49    0.00    0.00    0.00   90.74
11:30:33 AM  all    6.53    0.00    2.54    0.01    0.00    0.50    0.00    0.00    0.00   90.43
Average:     all    6.39    0.00    2.51    0.01    0.00    0.49    0.00    0.00    0.00   90.60
