Linux 5.4.0-164-generic (node-4.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/28/2024 	_x86_64_	(40 CPU)

09:12:07 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:13:07 PM  all   13.21    0.00   10.74    0.03    0.00    0.60    0.00    0.00    0.00   75.41
09:14:07 PM  all   32.63    0.00   12.69    0.07    0.00    0.50    0.00    0.00    0.00   54.11
09:15:07 PM  all   33.45    0.00   11.78    0.03    0.00    0.49    0.00    0.00    0.00   54.24
09:16:07 PM  all   31.05    0.00   11.97    0.03    0.00    0.54    0.00    0.00    0.00   56.41
09:17:07 PM  all   33.93    0.00   12.67    0.03    0.00    0.59    0.00    0.00    0.00   52.77
09:18:07 PM  all   27.17    0.00   11.95    0.03    0.00    0.57    0.00    0.00    0.00   60.28
09:19:07 PM  all   30.91    0.00   11.15    0.03    0.00    0.53    0.00    0.00    0.00   57.37
09:20:07 PM  all   31.83    0.00   11.18    0.03    0.00    0.51    0.00    0.00    0.00   56.44
09:21:07 PM  all   30.65    0.00   11.62    0.03    0.00    0.59    0.00    0.00    0.00   57.11
09:22:07 PM  all   33.72    0.00   11.25    0.04    0.00    0.57    0.00    0.00    0.00   54.42
09:23:07 PM  all   27.70    0.00   11.14    0.03    0.00    0.64    0.00    0.00    0.00   60.49
09:24:07 PM  all   25.97    0.00   10.96    0.03    0.00    0.65    0.00    0.00    0.00   62.39
Average:     all   29.35    0.00   11.59    0.04    0.00    0.57    0.00    0.00    0.00   58.46
