Linux 5.4.0-164-generic (node-1.perf-analysis.rperf-pg0.wisc.cloudlab.us) 	05/28/2024 	_x86_64_	(40 CPU)

08:47:14 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
08:48:14 PM  all   13.77    0.00    9.50    0.04    0.00    0.60    0.00    0.00    0.00   76.09
08:49:14 PM  all   33.41    0.00   11.34    0.07    0.00    0.48    0.00    0.00    0.00   54.71
08:50:14 PM  all   34.26    0.00   10.80    0.04    0.00    0.50    0.00    0.00    0.00   54.40
08:51:14 PM  all   33.64    0.00   10.85    0.04    0.00    0.51    0.00    0.00    0.00   54.97
08:52:14 PM  all   34.45    0.00   11.30    0.03    0.00    0.58    0.00    0.00    0.00   53.64
08:53:14 PM  all   27.81    0.00   10.78    0.03    0.00    0.61    0.00    0.00    0.00   60.77
08:54:14 PM  all   31.13    0.00    9.96    0.02    0.00    0.52    0.00    0.00    0.00   58.37
08:55:14 PM  all   32.25    0.00   10.29    0.03    0.00    0.56    0.00    0.00    0.00   56.86
08:56:14 PM  all   31.25    0.00   10.71    0.03    0.00    0.59    0.00    0.00    0.00   57.42
08:57:14 PM  all   34.49    0.00   10.01    0.03    0.00    0.56    0.00    0.00    0.00   54.90
08:58:14 PM  all   28.20    0.00   10.12    0.03    0.00    0.62    0.00    0.00    0.00   61.02
08:59:14 PM  all   26.28    0.00    9.97    0.03    0.00    0.64    0.00    0.00    0.00   63.09
Average:     all   30.07    0.00   10.47    0.03    0.00    0.56    0.00    0.00    0.00   58.86
